"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Facebook Reels",In-app,iPad,active,3.060169,,,,,,"Using ad set budget",0,202,15.149351,176,1.147727,1.980198,1,0.765042,"7-day click or 1-day view",,,,,1,11,7,3,1,1,1,5,21,,1,0.49505,,,,,,,,,0,5.445545,3.060169,0.278197,1,1,0.568182,0.49505,0.568182,3.060169,3.060169,0.765042,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Facebook Reels",In-app,iPhone,active,71.743959,,,,,,"Using ad set budget",0,8044,8.918941,4176,1.926245,4.574838,224,0.194956,"7-day click or 1-day view",,,,,231,1745,1078,495,269,181,159,3,6712,,224,2.784684,,,,,,,,,0,21.693187,0.31058,0.041114,194,224,5.363985,2.784684,4.645594,0.369814,0.320286,0.232935,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Ads on Reels",In-app,"Android Smartphone",active,1.8201,,,,,,"Using ad set budget",0,793,2.295209,592,1.339527,0.504414,4,0.455025,"7-day click or 1-day view",,,,,6,48,37,20,5,4,4,3,103,,2,0.504414,,,,,,,,,0,6.052963,0.30335,0.037919,4,4,0.337838,0.504414,0.675676,0.455025,0.91005,0.91005,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Ads on Reels",In-app,"Android Tablet",active,0.020001,,,,,,"Using ad set budget",0,15,1.333407,15,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,0,3,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Ads on Reels",In-app,iPad,active,0.020001,,,,,,"Using ad set budget",0,10,2.00011,10,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Ads on Reels",In-app,iPhone,active,3.750207,,,,,,"Using ad set budget",0,1626,2.3064,1328,1.224398,0.676507,8,0.340928,"7-day click or 1-day view",,,,,28,159,117,47,22,17,15,3,468,,8,0.492005,,,,,,,,,0,9.778598,0.133936,0.023586,8,8,0.60241,0.492005,0.60241,0.468776,0.468776,0.468776,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Facebook Stories",In-app,"Android Smartphone",active,0.980054,,,,,,"Using ad set budget",0,96,10.208897,96,1,1.041667,1,0.980054,"7-day click or 1-day view",,,,,3,21,12,10,2,6,4,2,82,,,1.041667,,,,,,,,,0,21.875,0.326685,0.046669,1,1,0,1.041667,1.041667,0.980054,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Facebook Stories",In-app,"Android Tablet",active,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,3,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Facebook Stories",In-app,iPhone,active,4.16023,,,,,,"Using ad set budget",0,249,16.707749,112,2.223214,3.614458,8,0.462248,"7-day click or 1-day view",,,,,10,58,35,30,9,15,10,2,219,,6,3.212851,,,,,,,,,0,23.293173,0.416023,0.071728,8,8,5.357143,3.212851,7.142857,0.520029,0.693372,0.693372,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,Desktop,Desktop,active,2.35013,,,,,,"Using ad set budget",0,179,13.129216,48,3.729167,12.290503,10,0.106824,"7-day click or 1-day view",,,,,5,18,15,10,7,5,5,5,44,,8,5.586592,,,,,,,,,0,10.055866,0.470026,0.130563,6,10,16.666667,5.586592,12.5,0.391688,0.293766,0.146883,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,In-app,"Android Smartphone",active,559.470871,,,,,,"Using ad set budget",0,40819,13.706139,14848,2.749124,6.707661,2014,0.204336,"7-day click or 1-day view",,,,,895,4651,2881,1417,849,618,564,4,12453,,1464,4.933977,,,,,,,,,0,11.394204,0.625107,0.12029,1462,2014,9.859914,4.933977,9.846444,0.382675,0.382152,0.30774,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,In-app,"Android Tablet",active,11.580639,,,,,,"Using ad set budget",0,634,18.265992,192,3.302083,7.728707,45,0.23634,"7-day click or 1-day view",,,,,14,75,51,29,18,13,13,5,140,,36,7.097792,,,,,,,,,0,11.829653,0.827189,0.154409,36,45,18.75,7.097792,18.75,0.321684,0.321684,0.321684,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,In-app,iPad,active,59.203267,,,,,,"Using ad set budget",0,3175,18.646698,1392,2.280891,6.551181,188,0.284631,"7-day click or 1-day view",,,,,113,838,525,215,138,98,90,4,1661,,114,5.92126,,,,,,,,,0,26.393701,0.523923,0.070648,128,188,8.189655,5.92126,9.195402,0.462526,0.519327,0.469867,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,In-app,iPhone,active,957.352826,,,,,,"Using ad set budget",0,85979,11.134729,28784,2.987041,6.049152,3454,0.184071,"7-day click or 1-day view",,,,,1482,11017,6479,2731,1586,1094,1001,3,34036,,2504,4.01726,,,,,,,,,0,12.813594,0.645987,0.086898,2667,3454,8.699277,4.01726,9.265564,0.358962,0.382329,0.284081,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,In-app,iPod,active,0.110006,,,,,,"Using ad set budget",0,8,13.750759,8,1,12.5,1,0.110006,"7-day click or 1-day view",,,,,1,1,1,1,1,1,1,7,2,,1,12.5,,,,,,,,,0,12.5,0.110006,0.110006,1,1,12.5,12.5,12.5,0.110006,0.110006,0.110006,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,"Mobile web","Android Smartphone",active,1.180065,,,,,,"Using ad set budget",0,188,6.276942,32,5.875,6.382979,2,0.098339,"7-day click or 1-day view",,,,,5,12,11,6,3,2,2,3,74,,,1.06383,,,,,,,,,0,6.382979,0.236013,0.098339,2,2,0,1.06383,6.25,0.590033,,0.196678,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,"Mobile web",iPad,active,0,,,,,,"Using ad set budget",0,2,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Feed,"Mobile web",iPhone,active,1.99011,,,,,,"Using ad set budget",0,174,11.437413,48,3.625,2.873563,2,0.398022,"7-day click or 1-day view",,,,,6,19,10,7,5,4,4,3,57,,2,1.149425,,,,,,,,,0,10.91954,0.331685,0.104743,2,2,4.166667,1.149425,4.166667,0.995055,0.995055,0.497527,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"In-stream video",Desktop,Desktop,active,0.030002,,,,,,"Using ad set budget",0,69,0.434807,69,1,0,,0,"7-day click or 1-day view",,,,,2,2,2,2,2,2,2,6,4,,,,,,,,,,,,0,2.898551,0.015001,0.015001,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"In-stream video",In-app,"Android Smartphone",active,2.830156,,,,,,"Using ad set budget",0,2622,1.079388,2608,1.005368,0.800915,19,0.134769,"7-day click or 1-day view",,,,,77,158,139,108,65,53,49,5,311,,18,0.724638,,,,,,,,,0,6.025934,0.036755,0.017912,18,19,0.690184,0.724638,0.690184,0.157231,0.157231,0.157231,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"In-stream video",In-app,"Android Tablet",active,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"In-stream video",In-app,iPad,active,8.540471,,,,,,"Using ad set budget",0,1010,8.455912,704,1.434659,2.376238,23,0.355853,"7-day click or 1-day view",,,,,84,209,162,112,71,51,45,8,279,,18,2.277228,,,,,,,,,0,20.693069,0.101672,0.040864,23,23,2.556818,2.277228,3.267045,0.371325,0.474471,0.474471,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"In-stream video",In-app,iPhone,active,20.341122,,,,,,"Using ad set budget",0,13239,1.536455,11040,1.199185,0.830878,110,0.184919,"7-day click or 1-day view",,,,,259,688,610,408,256,199,177,6,1262,,110,0.830878,,,,,,,,,0,5.196767,0.078537,0.029566,105,110,0.996377,0.830878,0.951087,0.193725,0.184919,0.184919,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Marketplace,Desktop,Desktop,active,1.550086,,,,,,"Using ad set budget",0,299,5.184233,112,2.669643,0.668896,2,0.775043,"7-day click or 1-day view",,,,,21,77,61,33,21,20,15,7,124,,2,0.668896,,,,,,,,,0,25.752508,0.073814,0.020131,2,2,1.785714,0.668896,1.785714,0.775043,0.775043,0.775043,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Marketplace,In-app,"Android Smartphone",active,3.920216,,,,,,"Using ad set budget",0,336,11.66731,208,1.615385,0.892857,3,1.306739,"7-day click or 1-day view",,,,,18,95,72,41,22,14,12,7,141,,3,0.892857,,,,,,,,,0,28.27381,0.21779,0.041265,3,3,1.442308,0.892857,1.442308,1.306739,1.306739,1.306739,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Marketplace,In-app,"Android Tablet",active,0.200011,,,,,,"Using ad set budget",0,22,9.091411,0,0,4.545455,1,0.200011,"7-day click or 1-day view",,,,,4,11,10,10,3,1,1,9,17,,,4.545455,,,,,,,,,0,50,0.050003,0.018183,1,1,0,4.545455,,0.200011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Marketplace,In-app,iPad,active,0.120007,,,,,,"Using ad set budget",0,20,6.000331,16,1.25,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,Marketplace,In-app,iPhone,active,4.080225,,,,,,"Using ad set budget",0,487,8.378286,256,1.902344,1.437372,6,0.582889,"7-day click or 1-day view",,,,,9,103,59,22,11,9,8,4,214,,6,1.232033,,,,,,,,,0,21.149897,0.453358,0.039614,6,6,2.34375,1.232033,2.34375,0.680038,0.680038,0.680038,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Right column",Desktop,Desktop,active,0.510028,,,,,,"Using ad set budget",0,2541,0.200719,1088,2.335478,0.157418,6,0.127507,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,6,0.236128,,,,,,,,,0,,,,5,6,0.551471,0.236128,0.459559,0.102006,0.085005,0.127507,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Search results",Desktop,Desktop,active,0.120007,,,,,,"Using ad set budget",0,8,15.000828,8,1,12.5,,0.120007,"7-day click or 1-day view",,,,,1,2,3,1,1,1,1,6,3,,,,,,,,,,,,0,25,0.120007,0.060003,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Search results",In-app,"Android Smartphone",active,0.210012,,,,,,"Using ad set budget",0,50,4.200232,50,1,4,1,0.105006,"7-day click or 1-day view",,,,,1,2,2,1,1,1,1,6,3,,,2,,,,,,,,,0,4,0.210012,0.105006,1,1,0,2,2,0.210012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Search results",In-app,"Android Tablet",active,0,,,,,,"Using ad set budget",0,2,0,0,0,0,,0,"7-day click or 1-day view",,,,,,1,1,,,,,8,1,,,,,,,,,,,,0,50,,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Search results",In-app,iPad,active,0.060003,,,,,,"Using ad set budget",0,11,5.454846,11,1,9.090909,1,0.060003,"7-day click or 1-day view",,,,,,1,1,,,,,5,2,,,9.090909,,,,,,,,,0,9.090909,,0.060003,1,1,0,9.090909,9.090909,0.060003,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Search results",In-app,iPhone,active,0.410023,,,,,,"Using ad set budget",0,158,2.59508,158,1,1.898734,2,0.136674,"7-day click or 1-day view",,,,,,3,4,1,,,,2,14,,,1.265823,,,,,,,,,0,1.898734,,0.136674,2,2,0,1.265823,1.265823,0.205011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Feed: video feeds",Desktop,Desktop,active,0.140008,,,,,,"Using ad set budget",0,23,6.087292,16,1.4375,8.695652,2,0.070004,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,2,8.695652,,,,,,,,,0,,,,2,2,12.5,8.695652,12.5,0.070004,0.070004,0.070004,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Feed: video feeds",In-app,"Android Smartphone",active,7.120393,,,,,,"Using ad set budget",0,459,15.512839,304,1.509868,4.575163,18,0.339066,"7-day click or 1-day view",,,,,2,30,18,5,2,2,2,2,101,,18,3.921569,,,,,,,,,0,6.535948,3.560196,0.237346,14,18,5.921053,3.921569,4.605263,0.508599,0.395577,0.395577,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Feed: video feeds",In-app,"Android Tablet",active,1.09006,,,,,,"Using ad set budget",0,61,17.869839,32,1.90625,4.918033,3,0.363353,"7-day click or 1-day view",,,,,1,10,9,1,1,,,5,15,,3,4.918033,,,,,,,,,0,16.393443,1.09006,0.109006,2,2,9.375,3.278689,6.25,0.54503,0.363353,0.363353,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Feed: video feeds",In-app,iPad,active,126.526982,,,,,,"Using ad set budget",0,11955,10.583604,6208,1.925741,2.81054,333,0.376568,"7-day click or 1-day view",,,,,8,74,41,14,8,4,3,3,212,,266,2.785445,,,,,,,,,0,0.618988,15.815873,1.709824,273,333,4.284794,2.785445,4.397552,0.463469,0.475665,0.472116,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Feed: video feeds",In-app,iPhone,active,15.650864,,,,,,"Using ad set budget",0,2001,7.821521,1280,1.563281,1.449275,26,0.539685,"7-day click or 1-day view",,,,,14,165,82,30,19,11,10,3,613,,20,1.29935,,,,,,,,,0,8.245877,1.117919,0.094854,21,26,1.5625,1.29935,1.640625,0.745279,0.782543,0.711403,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Facebook,"Feed: video feeds",In-app,iPod,active,0.020001,,,,,,"Using ad set budget",0,4,5.000276,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,1,4,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Feed,Desktop,Desktop,active,0.200011,,,,,,"Using ad set budget",0,21,9.524335,21,1,4.761905,1,0.200011,"7-day click or 1-day view",,,,,,2,2,2,,,,3,13,,1,4.761905,,,,,,,,,0,9.52381,,0.100006,1,1,4.761905,4.761905,4.761905,0.200011,0.200011,0.200011,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Feed,In-app,"Android Smartphone",active,22.881263,,,,,,"Using ad set budget",0,1488,15.377193,1120,1.328571,2.956989,36,0.520029,"7-day click or 1-day view",,,,,56,451,321,115,66,47,46,4,1148,,36,2.419355,,,,,,,,,0,30.30914,0.408594,0.050735,36,36,3.214286,2.419355,3.214286,0.635591,0.635591,0.520029,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Feed,In-app,"Android Tablet",active,0.070004,,,,,,"Using ad set budget",0,5,14.000773,5,1,0,,0,"7-day click or 1-day view",,,,,,2,1,,,,,3,3,,,,,,,,,,,,0,40,,0.035002,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Feed,In-app,iPad,active,0.850047,,,,,,"Using ad set budget",0,36,23.612414,36,1,2.777778,1,0.850047,"7-day click or 1-day view",,,,,,14,9,2,1,1,,4,23,,,2.777778,,,,,,,,,0,38.888889,,0.060718,1,1,0,2.777778,2.777778,0.850047,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Feed,In-app,iPhone,active,41.32228,,,,,,"Using ad set budget",0,2959,13.964948,2176,1.359835,2.500845,58,0.558409,"7-day click or 1-day view",,,,,98,903,548,208,103,77,74,4,2389,,44,1.960122,,,,,,,,,0,30.517067,0.421656,0.045761,52,58,2.022059,1.960122,2.389706,0.794659,0.939143,0.737898,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Feed,"Mobile web","Android Smartphone",active,0.170009,,,,,,"Using ad set budget",0,17,10.000552,16,1.0625,0,,0,"7-day click or 1-day view",,,,,2,6,4,4,2,2,2,6,15,,,,,,,,,,,,0,35.294118,0.085005,0.028335,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Feed,"Mobile web",iPhone,active,0.020001,,,,,,"Using ad set budget",0,8,2.500138,0,0,0,,0,"7-day click or 1-day view",,,,,1,3,3,2,1,1,1,6,7,,,,,,,,,,,,0,37.5,0.020001,0.006667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Explore,In-app,"Android Smartphone",active,0.700039,,,,,,"Using ad set budget",0,57,12.281379,48,1.1875,3.508772,1,0.350019,"7-day click or 1-day view",,,,,2,14,9,3,2,1,1,2,43,,,1.754386,,,,,,,,,0,24.561404,0.350019,0.050003,1,1,0,1.754386,2.083333,0.700039,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Explore,In-app,"Android Tablet",active,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,Explore,In-app,iPhone,active,0.430024,,,,,,"Using ad set budget",0,55,7.818613,55,1,1.818182,1,0.430024,"7-day click or 1-day view",,,,,1,6,4,2,1,1,1,2,35,,,1.818182,,,,,,,,,0,10.909091,0.430024,0.071671,1,1,0,1.818182,1.818182,0.430024,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,"Instagram Reels",In-app,"Android Smartphone",active,16.49091,,,,,,"Using ad set budget",0,1415,11.654353,928,1.524784,2.968198,32,0.392641,"7-day click or 1-day view",,,,,40,312,220,86,51,33,32,3,1224,,32,2.261484,,,,,,,,,0,22.04947,0.412273,0.052855,29,32,3.448276,2.261484,3.125,0.568652,0.515341,0.392641,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,"Instagram Reels",In-app,"Android Tablet",active,0.030002,,,,,,"Using ad set budget",0,3,10.000552,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,2,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,"Instagram Reels",In-app,iPad,active,0.440024,,,,,,"Using ad set budget",0,43,10.233123,32,1.34375,2.325581,1,0.440024,"7-day click or 1-day view",,,,,1,13,12,2,1,1,1,3,35,,,2.325581,,,,,,,,,0,30.232558,0.440024,0.033848,1,1,0,2.325581,3.125,0.440024,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,"Instagram Reels",In-app,iPhone,active,26.121441,,,,,,"Using ad set budget",0,2785,9.379333,2304,1.208767,3.842011,78,0.244126,"7-day click or 1-day view",,,,,56,535,351,130,61,45,45,2,2406,,78,2.800718,,,,,,,,,0,19.210054,0.466454,0.048825,70,78,3.385417,2.800718,3.038194,0.373163,0.33489,0.244126,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,"Instagram Stories",Desktop,Desktop,active,0.220012,,,,,,"Using ad set budget",0,28,7.857576,0,0,0,,0,"7-day click or 1-day view",,,,,,8,4,1,,,,2,23,,,,,,,,,,,,0,28.571429,,0.027502,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,"Instagram Stories",In-app,"Android Smartphone",active,26.751476,,,,,,"Using ad set budget",0,2086,12.824293,1584,1.316919,4.026846,61,0.31847,"7-day click or 1-day view",,,,,53,324,203,106,59,43,42,2,1816,,61,2.924257,,,,,,,,,0,15.532119,0.504745,0.082566,60,61,3.85101,2.924257,3.787879,0.445858,0.438549,0.31847,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
