"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2022-05-01,2025-05-31,,,,,N/A,0,41542.85,,,,,,0,0,5397638,7.696487,1384227,3.899388,1.940534,,0.396617,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,1471572,,,,,,3.973915,,,,,0.628599,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Multiple
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Native, banner & interstitial",In-app,"Android Smartphone",inactive,1.16,,,,,,"Using ad set budget",0,343,3.381924,256,1.339844,2.040816,7,0.165714,"7-day click or 1-day view",,,,,8,12,10,12,8,7,7,5,17,,7,2.040816,,,,,,,,,0,3.498542,0.145,0.096667,7,7,2.734375,2.040816,2.734375,0.165714,0.165714,0.165714,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Native, banner & interstitial",In-app,"Android Tablet",inactive,0.01,,,,,,"Using ad set budget",0,18,0.555556,0,0,0,,0,"7-day click or 1-day view",,,,,1,1,1,1,1,1,1,6,1,,,,,,,,,,,,0,5.555556,0.01,0.01,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Native, banner & interstitial",In-app,iPad,inactive,0.05,,,,,,"Using ad set budget",0,25,2,0,0,0,,0,"7-day click or 1-day view",,,,,2,3,5,3,2,2,2,3,5,,,,,,,,,,,,0,12,0.025,0.016667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Native, banner & interstitial",In-app,iPhone,inactive,0.33,,,,,,"Using ad set budget",0,131,2.519084,128,1.023438,1.526718,2,0.165,"7-day click or 1-day view",,,,,30,45,38,33,32,30,31,6,56,,,1.526718,,,,,,,,,0,34.351145,0.011,0.007333,2,2,0,1.526718,1.5625,0.165,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Native, banner & interstitial",In-app,Other,inactive,0.01,,,,,,"Using ad set budget",0,3,3.333333,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Rewarded video",In-app,"Android Smartphone",inactive,0.43,,,,,,"Using ad set budget",0,39,11.025641,0,0,2.564103,1,0.43,"7-day click or 1-day view",,,,,32,34,32,34,32,30,30,12,35,,,2.564103,,,,,,,,,0,87.179487,0.013438,0.012647,1,1,0,2.564103,,0.43,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Rewarded video",In-app,"Android Tablet",inactive,0.11,,,,,,"Using ad set budget",0,20,5.5,0,0,10,2,0.055,"7-day click or 1-day view",,,,,17,19,19,19,16,14,14,15,19,,,10,,,,,,,,,0,95,0.006471,0.005789,2,2,0,10,,0.055,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Rewarded video",In-app,iPad,inactive,0.03,,,,,,"Using ad set budget",0,1,30,0,0,0,,0,"7-day click or 1-day view",,,,,1,1,1,1,1,1,1,27,1,,,,,,,,,,,,0,100,0.03,0.03,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows","Audience Network","Rewarded video",In-app,iPhone,inactive,0.77,,,,,,"Using ad set budget",0,11,70,0,0,9.090909,1,0.77,"7-day click or 1-day view",,,,,9,11,10,9,9,8,8,23,11,,,9.090909,,,,,,,,,0,100,0.085556,0.07,1,1,0,9.090909,,0.77,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Business Explore",In-app,iPhone,inactive,0,,,,,,"Using ad set budget",0,3,0,0,0,0,,0,"7-day click or 1-day view",,,,,,1,1,1,,,,4,1,,,,,,,,,,,,0,33.333333,,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,0.09,,,,,,"Using ad set budget",0,10,9,0,0,30,2,0.03,"7-day click or 1-day view",,,,,,1,,,,,,2,3,,,20,,,,,,,,,0,10,,0.09,2,2,0,20,,0.045,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook profile feed",In-app,iPad,inactive,0.02,,,,,,"Using ad set budget",0,7,2.857143,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook profile feed",In-app,iPhone,inactive,0.2,,,,,,"Using ad set budget",0,40,5,40,1,5,2,0.1,"7-day click or 1-day view",,,,,,3,,,,,,2,9,,2,5,,,,,,,,,0,7.5,,0.066667,2,2,5,5,5,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,3.05,,,,,,"Using ad set budget",0,1816,1.679515,640,2.8375,1.211454,12,0.138636,"7-day click or 1-day view",,,,,6,36,123,20,8,3,3,1,394,,,0.660793,,,,,,,,,0,1.982379,0.508333,0.084722,12,12,0,0.660793,1.875,0.254167,,0.138636,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,0.03,,,,,,"Using ad set budget",0,28,1.071429,0,0,0,,0,"7-day click or 1-day view",,,,,,,1,,,,,1,4,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook Reels",In-app,iPad,inactive,0.99,,,,,,"Using ad set budget",0,116,8.534483,116,1,6.034483,6,0.141429,"7-day click or 1-day view",,,,,,,1,,,,,3,1,,6,5.172414,,,,,,,,,0,,,,6,6,5.172414,5.172414,5.172414,0.165,0.165,0.2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook Reels",In-app,iPhone,inactive,10.64,,,,,,"Using ad set budget",0,3717,2.862524,2944,1.262568,1.452785,35,0.197037,"7-day click or 1-day view",,,,,19,63,217,40,22,14,14,2,731,,24,0.94162,,,,,,,,,0,1.694915,0.56,0.168889,28,34,0.815217,0.914716,0.951087,0.38,0.443333,0.241818,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Ads on Reels",In-app,"Android Smartphone",inactive,3.12,,,,,,"Using ad set budget",0,17479,0.1785,11906,1.468083,0.24601,42,0.072558,"7-day click or 1-day view",,,,,37,57,87,49,40,36,34,2,178,,24,0.240288,,,,,,,,,0,0.326106,0.084324,0.054737,39,42,0.201579,0.240288,0.327566,0.08,0.13,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Ads on Reels",In-app,"Android Tablet",inactive,0.09,,,,,,"Using ad set budget",0,591,0.152284,0,0,0.338409,2,0.045,"7-day click or 1-day view",,,,,1,2,6,2,2,1,1,2,8,,2,0.338409,,,,,,,,,0,0.338409,0.09,0.045,2,2,0,0.338409,,0.045,0.045,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Ads on Reels",In-app,iPad,inactive,0.08,,,,,,"Using ad set budget",0,207,0.386473,207,1,0,,0,"7-day click or 1-day view",,,,,,,2,,,,,2,2,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Ads on Reels",In-app,iPhone,inactive,47.82,,,,,,"Using ad set budget",0,146741,0.32588,105874,1.385997,0.176501,258,0.184633,"7-day click or 1-day view",,,,,33,68,131,55,38,31,30,2,405,,232,0.17582,,,,,,,,,0,0.04634,1.449091,0.703235,256,258,0.219128,0.17582,0.241797,0.186797,0.206121,0.184633,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Ads on Reels",In-app,iPod,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Ads on Reels",In-app,Other,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,0.28,,,,,,"Using ad set budget",0,48,5.833333,48,1,2.083333,1,0.28,"7-day click or 1-day view",,,,,1,2,3,2,1,1,1,3,5,,,2.083333,,,,,,,,,0,4.166667,0.28,0.14,1,1,0,2.083333,2.083333,0.28,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook Stories",In-app,iPad,inactive,0,,,,,,"Using ad set budget",0,2,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,1,2,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Facebook Stories",In-app,iPhone,inactive,1.11,,,,,,"Using ad set budget",0,166,6.686747,128,1.296875,1.807229,2,0.37,"7-day click or 1-day view",,,,,,2,2,,,,,1,26,,,1.204819,,,,,,,,,0,1.204819,,0.555,2,2,0,1.204819,1.5625,0.555,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,Desktop,Desktop,inactive,2.46,,,,,,"Using ad set budget",0,344,7.151163,128,2.6875,2.325581,7,0.3075,"7-day click or 1-day view",,,,,,1,2,1,1,,,2,3,,,2.034884,,,,,,,,,0,0.290698,,2.46,7,7,0,2.034884,5.46875,0.351429,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,In-app,"Android Smartphone",inactive,585.68,,,,,,"Using ad set budget",0,57347,10.212914,26372,2.174541,7.207003,3675,0.141708,"7-day click or 1-day view",,,,,1569,3147,3362,2644,1959,1543,1463,6,4523,,2384,6.408356,,,,,,,,,0,5.487645,0.373282,0.186107,2350,3675,9.039891,6.408356,8.910966,0.249226,0.245671,0.221848,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,In-app,"Android Tablet",inactive,15.17,,,,,,"Using ad set budget",0,1117,13.581021,256,4.363281,10.922113,113,0.124344,"7-day click or 1-day view",,,,,59,94,98,88,76,58,58,7,113,,112,10.116383,,,,,,,,,0,8.415398,0.257119,0.161383,75,113,43.75,10.116383,29.296875,0.202267,0.135446,0.189625,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,In-app,iPad,inactive,220.05,,,,,,"Using ad set budget",0,19754,11.139516,6913,2.857515,6.312646,1147,0.176464,"7-day click or 1-day view",,,,,540,1670,1267,831,591,477,449,5,3039,,744,5.806419,,,,,,,,,0,8.453984,0.4075,0.131766,696,1147,10.762332,5.806419,10.067988,0.316164,0.295766,0.285039,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,In-app,iPhone,inactive,1932.53,,,,,,"Using ad set budget",0,210087,9.198713,57097,3.679475,4.890355,9283,0.188099,"7-day click or 1-day view",,,,,4404,10399,10302,7571,5216,4260,3973,5,18308,,5736,4.418646,,,,,,,,,0,4.949854,0.438812,0.185838,5761,9283,10.046062,4.418646,10.089847,0.33545,0.336912,0.305393,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,In-app,iPod,inactive,0.01,,,,,,"Using ad set budget",0,1,10,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,1,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,In-app,Other,inactive,0.04,,,,,,"Using ad set budget",0,8,5,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,"Mobile web","Android Smartphone",inactive,3.42,,,,,,"Using ad set budget",0,655,5.221374,512,1.279297,3.816794,17,0.1368,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,8,2.59542,,,,,,,,,0,,,,16,17,1.5625,2.59542,3.125,0.21375,0.4275,0.1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,"Mobile web",iPad,inactive,0.01,,,,,,"Using ad set budget",0,3,3.333333,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,"Mobile web",iPhone,inactive,2.24,,,,,,"Using ad set budget",0,398,5.628141,128,3.109375,6.030151,10,0.093333,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,2.512563,,,,,,,,,0,,,,9,10,0,2.512563,7.03125,0.248889,,0.093333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Feed,"Mobile web",Other,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"In-stream video",Desktop,Desktop,inactive,0.91,,,,,,"Using ad set budget",0,11569,0.078658,11569,1,0.224739,26,0.035,"7-day click or 1-day view",,,,,4676,5463,6316,5465,5021,4753,4637,4,7128,,16,0.224739,,,,,,,,,0,47.221022,0.000195,0.000167,24,24,0.138301,0.207451,0.207451,0.037917,0.056875,0.056875,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"In-stream video",In-app,"Android Smartphone",inactive,64.19,,,,,,"Using ad set budget",0,68479,0.937368,60682,1.12849,1.639919,1084,0.057159,"7-day click or 1-day view",,,,,17423,20248,24525,19912,18025,17288,17107,4,30256,,1080,1.582967,,,,,,,,,0,29.568189,0.003684,0.00317,1084,1084,1.77977,1.582967,1.786362,0.059216,0.059435,0.057159,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"In-stream video",In-app,"Android Tablet",inactive,0.26,,,,,,"Using ad set budget",0,183,1.420765,183,1,1.639344,3,0.086667,"7-day click or 1-day view",,,,,27,31,36,31,29,27,27,5,38,,,1.639344,,,,,,,,,0,16.939891,0.00963,0.008387,3,3,0,1.639344,1.639344,0.086667,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"In-stream video",In-app,iPad,inactive,15.07,,,,,,"Using ad set budget",0,4803,3.137622,4803,1,1.998751,95,0.156979,"7-day click or 1-day view",,,,,882,1182,1137,967,627,605,596,7,1519,,88,1.97793,,,,,,,,,0,24.609619,0.017086,0.01275,91,95,1.832188,1.97793,1.894649,0.165604,0.17125,0.156979,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"In-stream video",In-app,iPhone,inactive,107.64,,,,,,"Using ad set budget",0,168135,0.6402,142360,1.181055,0.535284,861,0.1196,"7-day click or 1-day view",,,,,19585,23813,31082,23056,19819,18888,18707,4,38116,,704,0.512089,,,,,,,,,0,14.163024,0.005496,0.00452,837,854,0.494521,0.507925,0.587946,0.128602,0.152898,0.133881,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"In-stream video",In-app,Other,inactive,0,,,,,,"Using ad set budget",0,1,0,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Marketplace,Desktop,Desktop,inactive,0.26,,,,,,"Using ad set budget",0,114,2.280702,0,0,2.631579,3,0.086667,"7-day click or 1-day view",,,,,1,2,6,2,2,1,1,3,9,,3,2.631579,,,,,,,,,0,1.754386,0.26,0.13,1,3,0,2.631579,,0.26,0.086667,0.086667,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Marketplace,In-app,"Android Smartphone",inactive,1.91,,,,,,"Using ad set budget",0,369,5.176152,0,0,3.523035,13,0.146923,"7-day click or 1-day view",,,,,3,9,8,8,6,3,2,5,15,,13,3.523035,,,,,,,,,0,2.439024,0.636667,0.212222,7,13,0,3.523035,,0.272857,0.146923,0.159167,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Marketplace,In-app,"Android Tablet",inactive,0.04,,,,,,"Using ad set budget",0,14,2.857143,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Marketplace,In-app,iPad,inactive,0.41,,,,,,"Using ad set budget",0,88,4.659091,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,Marketplace,In-app,iPhone,inactive,2.53,,,,,,"Using ad set budget",0,598,4.230769,0,0,1.003344,5,0.421667,"7-day click or 1-day view",,,,,1,8,9,3,1,1,1,3,19,,5,0.83612,,,,,,,,,0,1.337793,2.53,0.31625,5,5,0,0.83612,,0.506,0.506,0.6325,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Right column",Desktop,Desktop,inactive,0.33,,,,,,"Using ad set budget",0,1028,0.321012,256,4.015625,0.097276,1,0.33,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,0.097276,,,,,,,,,0,,,,1,1,0,0.097276,0.390625,0.33,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Search results",Desktop,Desktop,inactive,0.21,,,,,,"Using ad set budget",0,65,3.230769,0,0,9.230769,,0.035,"7-day click or 1-day view",,,,,3,5,5,5,4,3,3,18,5,,,,,,,,,,,,0,7.692308,0.07,0.042,,,0,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Search results",In-app,"Android Smartphone",inactive,1.85,,,,,,"Using ad set budget",0,780,2.371795,384,2.03125,2.307692,17,0.102778,"7-day click or 1-day view",,,,,14,24,44,19,17,13,13,2,104,,17,2.179487,,,,,,,,,0,3.076923,0.132143,0.077083,15,17,4.427083,2.179487,3.90625,0.123333,0.108824,0.102778,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Search results",In-app,"Android Tablet",inactive,0.04,,,,,,"Using ad set budget",0,15,2.666667,0,0,0,,0,"7-day click or 1-day view",,,,,,,1,,,,,2,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Search results",In-app,iPad,inactive,0.17,,,,,,"Using ad set budget",0,49,3.469388,0,0,6.122449,1,0.056667,"7-day click or 1-day view",,,,,1,1,2,1,1,1,1,19,2,,,2.040816,,,,,,,,,0,2.040816,0.17,0.17,1,1,0,2.040816,,0.17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Search results",In-app,iPhone,inactive,6.28,,,,,,"Using ad set budget",0,2213,2.837777,1408,1.571733,2.078626,44,0.136522,"7-day click or 1-day view",,,,,36,78,140,63,46,34,32,2,368,,40,1.988251,,,,,,,,,0,3.524627,0.174444,0.080513,38,44,2.840909,1.988251,2.698864,0.165263,0.157,0.142727,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Feed: video feeds",Desktop,Desktop,inactive,0.04,,,,,,"Using ad set budget",0,15,2.666667,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
2022-05-01,2025-05-30,"Oct23 LPviews 1%Lookalike - All Shows",Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,64.19,,,,,,"Using ad set budget",0,7696,8.340696,3969,1.939027,6.860707,511,0.121572,"7-day click or 1-day view",,,,,157,331,491,316,212,163,148,4,742,,272,6.639813,,,,,,,,,0,4.300936,0.408854,0.193927,329,511,6.853112,6.639813,8.289242,0.195106,0.235993,0.186599,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,2025-02-14,Traffic
