Reporting starts,Reporting ends,Campaign name,Campaign Delivery,Amount spent (AUD),Website purchases,Cost per purchase (AUD),Purchase ROAS (return on ad spend),Purchases conversion value,Website purchases conversion value,Ad set budget,Ad set budget type,Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,CTR (all),Link clicks,CPC (all) (AUD),Attribution setting,Results,Result indicator,Cost per results,Meta purchases,ThruPlays,3-second video plays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,profile_visit_view,Unique link clicks,CTR (link click-through rate),Landing page views,Adds to cart,Website adds to cart,Adds of payment info,Website adds of payment info,Checkouts Initiated,Website checkouts initiated,Website purchase ROAS (return on ad spend),Views,3-second video plays rate per impressions,Cost per ThruPlay (AUD),Cost per 3-second video play (AUD),Unique outbound clicks,Outbound clicks,Unique CTR (link click-through rate),Outbound CTR (click-through rate),Unique outbound CTR (click-through rate),Cost per unique outbound click (AUD),Cost per unique link click (AUD),Cost per unique click (all) (AUD),Adds of payment info conversion value,In-app adds of payment info conversion value,Website adds of payment info conversion value,Offline adds of payment info conversion value,Adds to cart conversion value,In-app adds to cart conversion value,Website adds to cart conversion value,Offline adds to cart conversion value,Cost per add of payment info (AUD),Cost per add to cart (AUD),Checkouts initiated conversion value,In-app checkouts initiated conversion value,Website checkouts initiated conversion value,Offline checkouts initiated conversion value,Cost per checkout initiated (AUD),Content views,In-app content views,Website content views,Offline content views,Meta content views,Content views conversion value,In-app content views conversion value,Website content views conversion value,Offline content views conversion value,Cost per content view (AUD),Cost per landing page view (AUD),Orders created,Date created,Date last edited,Objective
16/06/2024,22/06/2024,Gerry Melb 23 - Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Traffic
16/06/2024,22/06/2024,Retargetting - Roast Battle Sydney,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/03/2025,22/04/2025,Sales
16/06/2024,22/06/2024,Steph Link Click Campaign,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/03/2023,4/04/2023,Traffic
16/06/2024,22/06/2024,Traffic - All Shows 14 Feb 25,active,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,7/05/2025,Traffic
16/06/2024,22/06/2024,Steph Video Views Awareness,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2023,16/02/2025,Awareness
16/06/2024,22/06/2024,Gocsy Tour,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2024,16/02/2025,Sales
16/06/2024,22/06/2024,Event: Dark Jokes Night (Halloween),inactive,0,,,,,,20,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2022,16/02/2025,CONVERSIONS
16/06/2024,22/06/2024,Retargetting - Arcade OCT24,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2024,16/02/2025,Sales
16/06/2024,22/06/2024,Reach - All Shows – Weekly Blitz,inactive,0,,,,,,850,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,16/02/2025,Reach
16/06/2024,22/06/2024,Retargetting - All Shows 14 Feb 25,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,8/05/2025,Sales
16/06/2024,22/06/2024,Event: Harry's Comedy - Mondays,inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2022,16/02/2025,CONVERSIONS
16/06/2024,22/06/2024,Retargeting - David Rose Aug 18th 24,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/08/2024,16/02/2025,Sales
16/06/2024,22/06/2024,"Post: ""You're in for an absolute treat if you're coming...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2022,22/06/2022,Traffic
16/06/2024,22/06/2024,Retargeting - July 24 - GoodChat + Steph,inactive,0,,,,,,300,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2024,16/02/2025,Sales
16/06/2024,22/06/2024,"Post: ""Harry's Comedy in Surry Hills this Monday is...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/06/2022,16/02/2025,Engagement
16/06/2024,22/06/2024,Retargetting - WEEKLY SHOWS,inactive,0,,,,,,25,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/07/2024,16/02/2025,Sales
16/06/2024,22/06/2024,"Post: ""This weekend at Kinselas""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/06/2022,16/02/2025,Engagement
16/06/2024,22/06/2024,Encore Festival: Traffic - July 24,inactive,0,,,,,,420,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/07/2024,16/02/2025,Traffic
16/06/2024,22/06/2024,Reach - All Shows,inactive,0,,,,,,5,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,12/05/2023,Reach
16/06/2024,22/06/2024,Encore Festival: Reach - July 24,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2024,16/02/2025,Awareness
16/06/2024,22/06/2024,"Post: ""The best comedians, the best shows, the best fun,...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/05/2022,16/02/2025,Engagement
16/06/2024,22/06/2024,Encore Festival: Retargeting - July 24,inactive,0,,,,,,1500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/07/2024,16/02/2025,Sales
16/06/2024,22/06/2024,"Post: ""12 tickets left for this Wednesday's incredible..."" – REACH",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Reach
16/06/2024,22/06/2024,ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/06/2024,16/02/2025,Traffic
16/06/2024,22/06/2024,"Post: ""12 tickets left for this Wednesday's incredible...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Engagement
16/06/2024,22/06/2024,Retargeting - July 24,inactive,25.52,4,6.38,9.724922,248.18,248.18,400,Lifetime,2543,10.035391,1790,1.42067,1.061738,15,0.945185,7-day click or 1-day view,4,actions:offsite_conversion.fb_pixel_purchase,6.38,,65,123,73,51,46,39,31,15,247,,15,0.589855,8,3,3,2,2,3,3,9.724922,0,4.836807,0.392615,0.20748,14,14,0.837989,0.550531,0.782123,1.822857,1.701333,0.981538,,,,,82.95,,82.95,,12.76,8.506667,98.18,,98.18,,8.506667,,,,,,,,,,,3.19,,21/06/2024,16/02/2025,Sales
16/06/2024,22/06/2024,"Post: ""We have some incredible suprises for you this...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/05/2022,16/02/2025,Engagement
16/06/2024,22/06/2024,MICF: Sydney Showcase 070424,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/04/2024,16/02/2025,Sales
16/06/2024,22/06/2024,Retargetting - All Shows,inactive,0,,,,,,7,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,16/02/2025,CONVERSIONS
16/06/2024,22/06/2024,Retargetting - All Shows OCT23,inactive,174.41,20,8.7205,5.931655,1034.54,1034.54,Using ad set budget,0,13808,12.631083,3402,4.058789,0.622827,41,2.028023,"1-day click, 1-day view, or 1-day engaged-view",20,actions:offsite_conversion.fb_pixel_purchase,8.7205,,181,570,990,455,280,211,194,2,3964,,37,0.296929,24,16,16,11,11,15,15,5.931655,0,4.128042,0.963591,0.305982,37,41,1.087596,0.296929,1.087596,4.713784,4.713784,2.456479,,,,,405.9,,405.9,,15.855455,10.900625,290,,290,,11.627333,9,,9,,,,,,,19.378889,7.267083,,4/10/2023,14/02/2025,Sales
16/06/2024,22/06/2024,Oct23 LPviews 1%Lookalike - All Shows,inactive,70,,,,,,Using ad set budget,0,10134,6.90744,9220,1.099132,3.108348,298,0.222222,7-day click or 1-day view,186,actions:landing_page_view,0.37634409,,297,668,554,378,296,255,245,4,1427,,273,2.940596,186,,,,,,,,0,6.591672,0.23569,0.10479,275,298,2.960954,2.940596,2.982646,0.254545,0.25641,0.246479,,,,,,,,,,,,,,,,,,,,,,,,,,0.376344,,29/09/2023,14/02/2025,Traffic
9/06/2024,15/06/2024,Retargetting - Carousel Launch,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Sales
9/06/2024,15/06/2024,RORY: Brisbane Sales Campaign,recently_completed,0,,,,,,500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Sales
9/06/2024,15/06/2024,LPviews 1%Lookalike - Carousel,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,16/02/2025,Traffic
9/06/2024,15/06/2024,RORY: Canberra Sales Campaign,active,0,,,,,,750,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,28/05/2025,Sales
9/06/2024,15/06/2024,Retargetting - Carousel Launch Advantage+ shopping campaign Campaign,archived,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/09/2023,25/09/2023,Sales
9/06/2024,15/06/2024,SUS: SCALE - 100% Broad,not_delivering,0,,,,,,20,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2025,27/05/2025,Traffic
9/06/2024,15/06/2024,LPviews 1%Lookalike - All Shows May23,inactive,0,,,,,,10,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2023,3/10/2023,Traffic
9/06/2024,15/06/2024,New Traffic Campaign,not_delivering,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2025,25/05/2025,Traffic
9/06/2024,15/06/2024,Jarred Fell Conversion 2%,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/05/2023,16/02/2025,Sales
9/06/2024,15/06/2024,Rory Sydney Event Response Ads,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/05/2025,6/05/2025,Engagement
9/06/2024,15/06/2024,Day Of Boost 1% LL Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,29/05/2023,Sales
9/06/2024,15/06/2024,RORY LOWE TOUR - Traffic,active,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2025,25/05/2025,Traffic
9/06/2024,15/06/2024,Traffic 1%Lookalike - All Shows May23,inactive,0,,,,,,7.55,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,25/05/2023,Traffic
9/06/2024,15/06/2024,RORY LOWE TOUR - SALES,not_delivering,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2025,5/05/2025,Sales
9/06/2024,15/06/2024,Retargetting - All Shows May23,inactive,0,,,,,,15,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2023,12/10/2023,Sales
9/06/2024,15/06/2024,MELB: Retargetting - BOTF + RORY,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/04/2025,22/04/2025,Sales
9/06/2024,15/06/2024,Gerry Melb 23 - Reach,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Engagement
9/06/2024,15/06/2024,MELB: Retargetting - All Shows 270325,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/04/2025,16/04/2025,Sales
9/06/2024,15/06/2024,Gerry Melb 23 - Traffic,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2023,23/04/2023,Traffic
9/06/2024,15/06/2024,Retargetting - Roast Battle Sydney,completed,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/03/2025,22/04/2025,Sales
9/06/2024,15/06/2024,Steph Link Click Campaign,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/03/2023,4/04/2023,Traffic
9/06/2024,15/06/2024,Traffic - All Shows 14 Feb 25,active,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,7/05/2025,Traffic
9/06/2024,15/06/2024,Steph Video Views Awareness,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2023,16/02/2025,Awareness
9/06/2024,15/06/2024,Gocsy Tour,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2024,16/02/2025,Sales
9/06/2024,15/06/2024,Event: Dark Jokes Night (Halloween),inactive,0,,,,,,20,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2022,16/02/2025,CONVERSIONS
9/06/2024,15/06/2024,Retargetting - Arcade OCT24,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2024,16/02/2025,Sales
9/06/2024,15/06/2024,Reach - All Shows – Weekly Blitz,inactive,0,,,,,,850,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,16/02/2025,Reach
9/06/2024,15/06/2024,Retargetting - All Shows 14 Feb 25,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,8/05/2025,Sales
9/06/2024,15/06/2024,Event: Harry's Comedy - Mondays,inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2022,16/02/2025,CONVERSIONS
9/06/2024,15/06/2024,Retargeting - David Rose Aug 18th 24,inactive,0,,,,,,100,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/08/2024,16/02/2025,Sales
9/06/2024,15/06/2024,"Post: ""You're in for an absolute treat if you're coming...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2022,22/06/2022,Traffic
9/06/2024,15/06/2024,Retargeting - July 24 - GoodChat + Steph,inactive,0,,,,,,300,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2024,16/02/2025,Sales
9/06/2024,15/06/2024,"Post: ""Harry's Comedy in Surry Hills this Monday is...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/06/2022,16/02/2025,Engagement
9/06/2024,15/06/2024,Retargetting - WEEKLY SHOWS,inactive,0,,,,,,25,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/07/2024,16/02/2025,Sales
9/06/2024,15/06/2024,"Post: ""This weekend at Kinselas""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/06/2022,16/02/2025,Engagement
9/06/2024,15/06/2024,Encore Festival: Traffic - July 24,inactive,0,,,,,,420,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/07/2024,16/02/2025,Traffic
9/06/2024,15/06/2024,Reach - All Shows,inactive,0,,,,,,5,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,12/05/2023,Reach
9/06/2024,15/06/2024,Encore Festival: Reach - July 24,inactive,0,,,,,,50,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2024,16/02/2025,Awareness
9/06/2024,15/06/2024,"Post: ""The best comedians, the best shows, the best fun,...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/05/2022,16/02/2025,Engagement
9/06/2024,15/06/2024,Encore Festival: Retargeting - July 24,inactive,0,,,,,,1500,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/07/2024,16/02/2025,Sales
9/06/2024,15/06/2024,"Post: ""12 tickets left for this Wednesday's incredible..."" – REACH",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Reach
9/06/2024,15/06/2024,ToneDen Campaign 672820 - Eventbrite - Magic Mic 260624,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/06/2024,16/02/2025,Traffic
9/06/2024,15/06/2024,"Post: ""12 tickets left for this Wednesday's incredible...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2022,16/02/2025,Engagement
9/06/2024,15/06/2024,Retargeting - July 24,inactive,0,,,,,,400,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/06/2024,16/02/2025,Sales
9/06/2024,15/06/2024,"Post: ""We have some incredible suprises for you this...""",inactive,0,,,,,,10,Lifetime,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/05/2022,16/02/2025,Engagement
9/06/2024,15/06/2024,MICF: Sydney Showcase 070424,inactive,0,,,,,,Using ad set budget,0,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/04/2024,16/02/2025,Sales
9/06/2024,15/06/2024,Retargetting - All Shows,inactive,0,,,,,,7,Daily,0,0,0,0,0,,0,-,,,,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,16/02/2025,CONVERSIONS
9/06/2024,15/06/2024,Retargetting - All Shows OCT23,inactive,172.97,8,21.62125,2.9889,516.99,516.99,Using ad set budget,0,14522,11.910894,3839,3.782756,0.475141,38,2.506812,"1-day click, 1-day view, or 1-day engaged-view",8,actions:offsite_conversion.fb_pixel_purchase,21.62125,,227,645,1151,539,323,245,227,2,4245,,36,0.261672,19,16,16,12,12,19,19,2.9889,0,4.441537,0.761982,0.268171,33,35,0.937744,0.241014,0.859599,5.241515,4.804722,2.789839,,,,,488.65,,488.65,,14.414167,10.810625,1291,,1291,,9.103684,9,,9,,,,,,,19.218889,9.103684,,4/10/2023,14/02/2025,Sales
