"Reporting starts","Reporting ends","Campaign name",Platform,"Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2022-05-01,2025-05-30,"Event: Dark Jokes Night (Halloween)",Instagram,inactive,0.79,,,,,,20,Lifetime,51,15.490196,44,1.159091,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-25,2025-02-16,CONVERSIONS
2022-05-01,2025-05-30,"Retargetting - All Shows 14 Feb 25",Instagram,inactive,2196.043946,,,,,,"Using ad set budget",0,170126,12.908338,58669,2.89976,1.051574,1000,1.227526,"1-day click, 1-day view, or 1-day engaged-view",,,,,6249,19868,31953,14656,8999,6449,6256,4,86253,,900,0.5878,,,,,,,,,192777,11.678403,0.351423,0.110532,912,1000,1.53403,0.5878,1.554484,2.407943,2.440049,1.465006,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-08,Sales
2022-05-01,2025-05-30,"Steph Video Views Awareness",Instagram,inactive,46.01,,,,,,"Using ad set budget",0,4272,10.770131,4032,1.059524,0.117041,2,9.202,"7-day click or 1-day view",435,video_thruplay_watched_actions,0.10577011,,435,1877,931,478,272,120,106,6,4078,,2,0.046816,,,,,,,,,0,43.937266,0.10577,0.024513,2,2,0.049603,0.046816,0.049603,23.005,23.005,9.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-29,2025-02-16,Awareness
2022-05-01,2025-05-30,"Retargetting - Arcade OCT24",Instagram,inactive,50.764924,,,,,,"Using ad set budget",0,4739,10.712159,3562,1.330432,0.696349,16,1.538331,"1-day click, 1-day view, or 1-day engaged-view",,,,,101,338,610,236,140,104,101,3,1476,,15,0.337624,,,,,,,,,4775,7.132306,0.502623,0.150192,15,16,0.421112,0.337624,0.421112,3.384328,3.384328,1.637578,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-15,2025-02-16,Sales
2022-05-01,2025-05-30,"Steph Link Click Campaign",Instagram,inactive,0,,,,,,"Using ad set budget",0,5,0,4,1.25,0,,0,"7-day click or 1-day view",,,,,,2,,,,,,1,4,,,,,,,,,,,,0,40,,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30,2023-04-04,Traffic
2022-05-01,2025-05-30,"Gocsy Tour",Instagram,inactive,24.82,,,,,,"Using ad set budget",0,1500,16.546667,1058,1.417769,1,6,1.654667,"7-day click or 1-day view",,,,,4,45,35,15,8,4,4,2,220,,6,0.4,,,,,,,,,1505,3,6.205,0.551556,6,6,0.567108,0.4,0.567108,4.136667,4.136667,2.068333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-29,2025-02-16,Sales
2022-05-01,2025-05-30,"Gerry Melb 23 - Traffic",Instagram,inactive,0,,,,,,"Using ad set budget",0,2,0,2,1,0,,0,"7-day click or 1-day view",,,,,,1,,,,,,5,2,,,,,,,,,,,,0,50,,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-04-23,Traffic
2022-05-01,2025-05-30,"Traffic - All Shows 14 Feb 25",Instagram,active,256.384147,,,,,,"Using ad set budget",0,22299,11.497563,15232,1.463957,3.524822,643,0.326188,"7-day click or 1-day view",,,,,480,3802,2399,1033,591,391,377,2,18749,,643,2.883537,,,,,,,,,36749,17.050092,0.534134,0.067434,608,643,4.221376,2.883537,3.991597,0.421684,0.398731,0.333834,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-14,2025-05-07,Traffic
2022-05-01,2025-05-30,"Gerry Melb 23 - Reach",Instagram,inactive,74.07,,,,,,"Using ad set budget",0,13610,5.442322,13127,1.036794,0.095518,3,5.697692,"7-day click or 1-day view",4085,video_thruplay_watched_actions,0.01813219,,4085,8653,4106,3138,2505,1243,751,17,13465,,3,0.022043,,,,,,,,,0,63.578251,0.018132,0.00856,3,3,0.022854,0.022043,0.022854,24.69,24.69,5.697692,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-04-23,Engagement
2022-05-01,2025-05-30,"Retargetting - Roast Battle Sydney",Instagram,completed,27.363682,,,,,,"Using ad set budget",0,2195,12.46637,1856,1.182651,1.18451,12,1.052449,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,11,0.546697,,,,,,,,,2195,,,,11,12,0.592672,0.546697,0.592672,2.487607,2.487607,1.189725,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-07,2025-04-22,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows May23",Instagram,inactive,1009.163486,,,,,,15,Daily,73942,13.648042,4634,15.956409,0.385437,101,3.540925,"1-day click or 1-day view",,,,,468,3942,2804,1185,609,416,403,3,20950,,92,0.136594,,,,,,,,,0,5.331206,2.156332,0.256003,90,98,1.985326,0.132536,1.942167,11.212928,10.969168,4.445654,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2023-10-12,Sales
2022-05-01,2025-05-30,"MELB: Retargetting - All Shows 270325",Instagram,inactive,709.38,,,,,,"Using ad set budget",0,47304,14.996195,20968,2.256009,1.342381,390,1.117134,"1-day click, 1-day view, or 1-day engaged-view",,,,,1301,5929,7347,3078,1810,1338,1294,3,22258,,360,0.824455,,,,,,,,,53523,12.533824,0.545257,0.119646,359,390,1.716902,0.824455,1.712133,1.975989,1.9705,1.275863,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-03,2025-04-16,Sales
2022-05-01,2025-05-30,"Traffic 1%Lookalike - All Shows May23",Instagram,inactive,0,,,,,,7.55,Daily,3,0,0,0,0,,0,"7-day click or 1-day view",,,,,,2,2,,,,,4,2,,,,,,,,,,,,0,66.666667,,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2023-05-25,Traffic
2022-05-01,2025-05-30,"MELB: Retargetting - BOTF + RORY",Instagram,completed,495.05,,,,,,"Using ad set budget",0,36634,13.513403,18424,1.988385,1.097341,268,1.231468,"1-day click, 1-day view, or 1-day engaged-view",,,,,1748,5061,2562,1283,859,673,524,9,11834,,237,0.731561,,,,,,,,,40339,13.815035,0.283209,0.097817,237,268,1.286366,0.731561,1.286366,2.088819,2.088819,1.45176,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-10,2025-04-22,Sales
2022-05-01,2025-05-30,"Day Of Boost 1% LL Traffic",Instagram,inactive,58.55,,,,,,"Using ad set budget",0,6225,9.405622,4612,1.34974,0.674699,17,1.394048,"1-day click or 1-day view",,,,,51,469,361,137,71,48,47,2,2236,,17,0.273092,,,,,,,,,0,7.534137,1.148039,0.12484,17,17,0.368604,0.273092,0.368604,3.444118,3.444118,1.46375,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2023-05-29,Sales
2022-05-01,2025-05-30,"RORY LOWE TOUR - SALES",Instagram,not_delivering,905.872101,,,,,,"Using ad set budget",0,75228,12.041688,40502,1.85739,1.452916,827,0.828794,"Multiple attribution settings",,,,,7980,16269,7110,4513,3306,2563,2073,15,33200,,751,1.099325,,,,,,,,,83741,21.626256,0.113518,0.055681,750,825,1.854229,1.096666,1.85176,1.207829,1.206221,0.942635,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-25,2025-05-05,Sales
2022-05-01,2025-05-30,"Jarred Fell Conversion 2%",Instagram,inactive,25.77,,,,,,100,Lifetime,1637,15.742211,1074,1.524209,0.488699,5,3.22125,"7-day click or 1-day view",,,,,131,405,201,146,97,78,68,10,836,,5,0.305437,,,,,,,,,0,24.740379,0.196718,0.06363,5,5,0.465549,0.305437,0.465549,5.154,5.154,3.22125,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-16,2025-02-16,Sales
2022-05-01,2025-05-30,"RORY LOWE TOUR - Traffic",Instagram,active,37.893413,,,,,,"Using ad set budget",0,4697,8.067578,3345,1.404185,10.30445,469,0.078292,"7-day click or 1-day view",,,,,896,2028,851,542,429,362,325,15,3940,,469,9.985097,,,,,,,,,4889,43.176496,0.042292,0.018685,422,469,14.020927,9.985097,12.615845,0.089795,0.080796,0.078292,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-25,2025-05-25,Traffic
2022-05-01,2025-05-30,"LPviews 1%Lookalike - All Shows May23",Instagram,inactive,9.892589,,,,,,10,Daily,916,10.799769,520,1.761538,2.401747,9,0.449663,"7-day click or 1-day view",,,,,20,232,124,49,24,12,12,3,740,,9,0.982533,,,,,,,,,0,25.327511,0.494629,0.04264,9,9,1.730769,0.982533,1.730769,1.099177,1.099177,0.549588,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-25,2023-10-03,Traffic
2022-05-01,2025-05-30,"RORY: Canberra Sales Campaign",Instagram,active,146.72,,,,,,750,Lifetime,8460,17.34279,6388,1.324358,4.267139,202,0.406427,"7-day click, 1-day view, or 1-day engaged-view",,,,,767,3037,1876,838,504,336,291,6,7087,,180,2.387707,,,,,,,,,9775,35.898345,0.191291,0.048311,180,202,2.817783,2.387707,2.817783,0.815111,0.815111,0.459937,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-27,2025-05-28,Sales
2022-05-01,2025-05-30,"LPviews 1%Lookalike - Carousel",Instagram,inactive,3.81,,,,,,50,Lifetime,311,12.250804,288,1.079861,0.96463,2,1.27,"7-day click or 1-day view",,,,,5,75,37,8,10,3,2,2,290,,2,0.643087,,,,,,,,,0,24.115756,0.762,0.0508,2,2,0.694444,0.643087,0.694444,1.905,1.905,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25,2025-02-16,Traffic
2022-05-01,2025-05-30,"RORY: Brisbane Sales Campaign",Instagram,recently_completed,292.58,,,,,,500,Lifetime,19655,14.88578,12300,1.597967,2.498092,364,0.595886,"7-day click, 1-day view, or 1-day engaged-view",,,,,3835,7933,4466,3143,2111,1673,1556,12,17092,,326,1.851946,,,,,,,,,24158,40.361231,0.076292,0.036881,334,365,2.650407,1.857034,2.715447,0.875988,0.897485,0.685199,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-27,2025-05-27,Sales
2022-05-01,2025-05-30,"Retargetting - Carousel Launch",Instagram,inactive,37.912418,,,,,,100,Lifetime,1737,21.826377,777,2.235521,0.345423,1,6.318736,"1-day click or 1-day view",,,,,25,238,121,60,45,24,21,3,1103,,1,0.057571,,,,,,,,,0,13.701785,1.516497,0.159296,1,1,0.1287,0.057571,0.1287,37.912418,37.912418,6.318736,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25,2025-02-16,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows OCT23",Messenger,inactive,0.049983,,,,,,"Using ad set budget",0,3575,0.013981,2879,1.241751,0.083916,3,0.016661,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,3,0.083916,,,,,,,,,0,,,,3,3,0.104203,0.083916,0.104203,0.016661,0.016661,0.024991,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04,2025-02-14,Sales
2022-05-01,2025-05-30,"Retargetting - All Shows May23",Uncategorized,inactive,0.120011,,,,,,15,Daily,6,20.001853,6,1,0,,0,"1-day click or 1-day view",,,,,,,,,,,,0,1,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2023-10-12,Sales
2022-05-01,2025-05-30,"Day Of Boost 1% LL Traffic",Uncategorized,inactive,0.05,,,,,,"Using ad set budget",0,1,50,1,1,0,,0,"1-day click or 1-day view",,,,,,1,,,,,,4,1,,,,,,,,,,,,0,100,,0.05,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2023-05-29,Sales
2022-05-01,2025-05-30,"Jarred Fell Conversion 2%",Uncategorized,inactive,0.03,,,,,,100,Lifetime,1,30,1,1,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-16,2025-02-16,Sales
