"Reporting starts","Reporting ends","Campaign name","Audience segments","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2025-05-23,2025-05-23,"RORY LOWE TOUR - SALES",prospecting,not_delivering,150.194734,,,,,,"Using ad set budget",0,3830,39.215335,2874,1.332637,0,29,0,"Multiple attribution settings",,,,,,635,,,,,,00:00:00,,,,0.75718,27,,,,,,,,0,16.579634,,0.236527,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.562768,,2025-04-25,2025-05-05,Sales
2025-05-23,2025-05-23,"RORY LOWE TOUR - SALES",existing,not_delivering,0.925266,,,,,,"Using ad set budget",0,16,57.829096,11,1.454545,0,1,0,"Multiple attribution settings",,,,,,4,,,,,,00:00:00,,,,6.25,1,,,,,,,,0,25,,0.231316,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.925266,,2025-04-25,2025-05-05,Sales
2025-05-22,2025-05-22,"RORY LOWE TOUR - Traffic",unknown,active,40.99,,,,,,"Using ad set budget",0,7474,5.484346,6822,1.095573,0,632,0,"7-day click or 1-day view",533,actions:landing_page_view,0.07690432,,,2566,,,,,,00:00:00,,,,8.455981,533,,,,,,,,0,34.332352,,0.015974,,,0,,,,,0,,,,,,,,,,,,,,,,325,,325,,,,,,,0.126123,0.076904,,2025-04-25,2025-05-25,Traffic
2025-05-22,2025-05-22,"RORY LOWE TOUR - SALES",prospecting,not_delivering,143.79,,,,,,"Using ad set budget",0,14264,10.080623,11862,1.202495,0,305,0,"Multiple attribution settings",,,,,,4021,,,,,,00:00:00,,,,2.13825,243,,,,,,,,0,28.189849,,0.03576,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.591728,,2025-04-25,2025-05-05,Sales
2025-05-22,2025-05-22,"RORY LOWE TOUR - SALES",existing,not_delivering,41.64,,,,,,"Using ad set budget",0,2667,15.613048,1499,1.779186,0,55,0,"Multiple attribution settings",,,,,,624,,,,,,00:00:00,,,,2.062242,41,,,,,,,,0,23.397075,,0.066731,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.01561,,2025-04-25,2025-05-05,Sales
2025-05-22,2025-05-22,"Traffic - All Shows 14 Feb 25",unknown,active,22.78,,,,,,"Using ad set budget",0,2603,8.751441,2586,1.006574,0,76,0,"7-day click or 1-day view",11,actions:landing_page_view,2.07090909,,,391,,,,,,00:00:00,,,,2.919708,11,,,,,,,,0,15.021129,,0.058261,,,0,,,,,0,,,,,,,,,,,,,,,,3,,3,,,,,,,7.593333,2.070909,,2025-02-14,2025-05-07,Traffic
2025-05-21,2025-05-21,"RORY LOWE TOUR - Traffic",unknown,active,38.9,,,,,,"Using ad set budget",0,6122,6.354133,5694,1.075167,0,500,0,"7-day click or 1-day view",427,actions:landing_page_view,0.0911007,,,2045,,,,,,00:00:00,,,,8.167266,427,,,,,,,,0,33.404116,,0.019022,,,0,,,,,0,,,,,,,,,,,,,,,,300,,300,,,,,,,0.129667,0.091101,,2025-04-25,2025-05-25,Traffic
2025-05-21,2025-05-21,"RORY LOWE TOUR - SALES",prospecting,not_delivering,46.35,,,,,,"Using ad set budget",0,5047,9.183673,4514,1.118077,0,106,0,"Multiple attribution settings",,,,,,1825,,,,,,00:00:00,,,,2.100258,84,,,,,,,,0,36.160095,,0.025397,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.551786,,2025-04-25,2025-05-05,Sales
2025-05-21,2025-05-21,"RORY LOWE TOUR - SALES",existing,not_delivering,16.43,,,,,,"Using ad set budget",0,1023,16.060606,697,1.467719,0,22,0,"Multiple attribution settings",,,,,,277,,,,,,00:00:00,,,,2.150538,18,,,,,,,,0,27.077224,,0.059314,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.912778,,2025-04-25,2025-05-05,Sales
2025-05-21,2025-05-21,"Traffic - All Shows 14 Feb 25",unknown,active,14.32,,,,,,"Using ad set budget",0,1663,8.610944,1562,1.064661,0,62,0,"7-day click or 1-day view",9,actions:landing_page_view,1.59111111,,,216,,,,,,00:00:00,,,,3.728202,9,,,,,,,,0,12.988575,,0.066296,,,0,,,,,0,,,,,,,,,,,,,,,,9,,9,,,,,,,1.591111,1.591111,,2025-02-14,2025-05-07,Traffic
2025-05-20,2025-05-20,"RORY LOWE TOUR - Traffic",unknown,active,38.19,1,38.19,1.832941,70,70,"Using ad set budget",0,6808,5.609577,6457,1.05436,0,623,0,"7-day click or 1-day view",523,actions:landing_page_view,0.07302103,,,2414,,,,,,00:00:00,,,,9.150999,523,,,,,1,1,1.832941,0,35.458284,,0.01582,,,0,,,,,0,,,,,,,,,,,115.11,,115.11,,38.19,385,,385,,,,,,,0.099195,0.073021,,2025-04-25,2025-05-25,Traffic
2025-05-20,2025-05-20,"RORY LOWE TOUR - SALES",prospecting,not_delivering,55.81,,,,,,"Using ad set budget",0,5893,9.470558,4597,1.281923,0,112,0,"Multiple attribution settings",,,,,,1302,,,,,,00:00:00,,,,1.90056,84,,,,,,,,0,22.09401,,0.042865,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.664405,,2025-04-25,2025-05-05,Sales
2025-05-20,2025-05-20,"RORY LOWE TOUR - SALES",existing,not_delivering,15.57,,,,,,"Using ad set budget",0,1237,12.586904,631,1.96038,0,20,0,"Multiple attribution settings",,,,,,287,,,,,,00:00:00,,,,1.616815,14,,,,,,,,0,23.201293,,0.054251,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.112143,,2025-04-25,2025-05-05,Sales
2025-05-20,2025-05-20,"Traffic - All Shows 14 Feb 25",unknown,active,20,1,20,2.7,54,54,"Using ad set budget",0,1793,11.15449,1682,1.065993,0,52,0,"7-day click or 1-day view",8,actions:landing_page_view,2.5,,,261,,,,,,00:00:00,,,,2.900167,8,,,,,1,1,2.7,0,14.556609,,0.076628,,,0,,,,,0,,,,,,,,,,,54,,54,,20,9,,9,,,,,,,2.222222,2.5,,2025-02-14,2025-05-07,Traffic
2025-05-19,2025-05-19,"RORY LOWE TOUR - Traffic",unknown,active,57.71,,,,,,"Using ad set budget",0,9500,6.074737,8382,1.133381,0,764,0,"7-day click or 1-day view",611,actions:landing_page_view,0.09445172,,,3077,,,,,,00:00:00,,,,8.042105,611,,,,,,,,0,32.389474,,0.018755,,,0,,,,,0,,,,,,,,,,,,,,,,362,,362,,,,,,,0.15942,0.094452,,2025-04-25,2025-05-25,Traffic
2025-05-19,2025-05-19,"RORY LOWE TOUR - SALES",prospecting,not_delivering,62.08,,,,,,"Using ad set budget",0,5794,10.714532,4505,1.286127,0,89,0,"Multiple attribution settings",,,,,,1320,,,,,,00:00:00,,,,1.536072,57,,,,,,,,0,22.782188,,0.04703,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.089123,,2025-04-25,2025-05-05,Sales
2025-05-19,2025-05-19,"RORY LOWE TOUR - SALES",existing,not_delivering,18.5,,,,,,"Using ad set budget",0,1336,13.847305,668,2,0,11,0,"Multiple attribution settings",,,,,,285,,,,,,00:00:00,,,,0.823353,7,,,,,,,,0,21.332335,,0.064912,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.642857,,2025-04-25,2025-05-05,Sales
2025-05-19,2025-05-19,"Traffic - All Shows 14 Feb 25",unknown,active,32,,,,,,"Using ad set budget",0,3034,10.547133,2670,1.13633,0,89,0,"7-day click or 1-day view",7,actions:landing_page_view,4.57142857,,,442,,,,,,00:00:00,,,,2.933421,7,,,,,,,,0,14.568227,,0.072398,,,0,,,,,0,,,,,,,,,,,,,,,,5,,5,,,,,,,6.4,4.571429,,2025-02-14,2025-05-07,Traffic
2025-05-18,2025-05-18,"RORY LOWE TOUR - Traffic",unknown,active,68.8,1,68.8,1.017442,70,70,"Using ad set budget",0,10593,6.494855,9321,1.136466,0,690,0,"7-day click or 1-day view",545,actions:landing_page_view,0.12623853,,,3022,,,,,,00:00:00,,,,6.513735,545,,,,,,,1.017442,0,28.528273,,0.022766,,,0,,,,,0,,,,,,,,,,,,,,,,423,,423,,,,,,,0.162648,0.126239,,2025-04-25,2025-05-25,Traffic
2025-05-18,2025-05-18,"RORY LOWE TOUR - SALES",prospecting,not_delivering,63.46,,,,,,"Using ad set budget",0,6436,9.860162,4890,1.316155,0,102,0,"Multiple attribution settings",,,,,,1461,,,,,,00:00:00,,,,1.584835,72,,,,,,,,0,22.700435,,0.043436,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.881389,,2025-04-25,2025-05-05,Sales
2025-05-18,2025-05-18,"RORY LOWE TOUR - SALES",existing,not_delivering,26.04,,,,,,"Using ad set budget",0,1766,14.745187,850,2.077647,0,26,0,"Multiple attribution settings",,,,,,422,,,,,,00:00:00,,,,1.472254,16,,,,,,,,0,23.89581,,0.061706,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.6275,,2025-04-25,2025-05-05,Sales
2025-05-18,2025-05-18,"Traffic - All Shows 14 Feb 25",unknown,active,22.49,,,,,,"Using ad set budget",0,1931,11.646815,1606,1.202366,0,47,0,"7-day click or 1-day view",,,,,,278,,,,,,00:00:00,,,,2.433972,,,,,,,,,0,14.396686,,0.080899,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,22.49,,,2025-02-14,2025-05-07,Traffic
2025-05-17,2025-05-17,"RORY LOWE TOUR - Traffic",unknown,active,53.04,,,,,,"Using ad set budget",0,8081,6.563544,7425,1.08835,0,416,0,"7-day click or 1-day view",326,actions:landing_page_view,0.16269939,,,1791,,,,,,00:00:00,,,,5.147878,326,,,,,,,,0,22.163099,,0.029615,,,0,,,,,0,,,,,,,,,,,,,,,,288,,288,,,,,,,0.184167,0.162699,,2025-04-25,2025-05-25,Traffic
2025-05-17,2025-05-17,"RORY LOWE TOUR - SALES",prospecting,not_delivering,50.24,,,,,,"Using ad set budget",0,4379,11.472939,3329,1.31541,0,74,0,"Multiple attribution settings",,,,,,786,,,,,,00:00:00,,,,1.689884,58,,,,,,,,0,17.949303,,0.063919,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.866207,,2025-04-25,2025-05-05,Sales
2025-05-17,2025-05-17,"RORY LOWE TOUR - SALES",existing,not_delivering,30.26,,,,,,"Using ad set budget",0,1753,17.261837,746,2.349866,0,20,0,"Multiple attribution settings",,,,,,415,,,,,,00:00:00,,,,1.140901,15,,,,,,,,0,23.673702,,0.072916,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.017333,,2025-04-25,2025-05-05,Sales
2025-05-17,2025-05-17,"Traffic - All Shows 14 Feb 25",unknown,active,28.49,,,,,,"Using ad set budget",0,2184,13.044872,1520,1.436842,0,45,0,"7-day click or 1-day view",1,actions:landing_page_view,28.49,,,604,,,,,,00:00:00,,,,2.06044,1,,,,,,,,0,27.655678,,0.047169,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,28.49,,2025-02-14,2025-05-07,Traffic
2025-05-16,2025-05-16,"RORY LOWE TOUR - Traffic",unknown,active,51.16,,,,,,"Using ad set budget",0,8173,6.259635,7754,1.054037,0,610,0,"7-day click or 1-day view",518,actions:landing_page_view,0.09876448,,,2240,,,,,,00:00:00,,,,7.4636,518,,,,,,,,0,27.407317,,0.022839,,,0,,,,,0,,,,,,,,,,,,,,,,409,,409,,,,,,,0.125086,0.098764,,2025-04-25,2025-05-25,Traffic
2025-05-16,2025-05-16,"RORY LOWE TOUR - SALES",prospecting,not_delivering,42.29,,,,,,"Using ad set budget",0,4258,9.931893,3136,1.357781,0,56,0,"Multiple attribution settings",,,,,,819,,,,,,00:00:00,,,,1.315171,34,,,,,,,,0,19.234382,,0.051636,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.243824,,2025-04-25,2025-05-05,Sales
2025-05-16,2025-05-16,"RORY LOWE TOUR - SALES",existing,not_delivering,35.25,,,,,,"Using ad set budget",0,2070,17.028986,860,2.406977,0,34,0,"Multiple attribution settings",,,,,,492,,,,,,00:00:00,,,,1.642512,24,,,,,,,,0,23.768116,,0.071646,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.46875,,2025-04-25,2025-05-05,Sales
2025-05-16,2025-05-16,"Traffic - All Shows 14 Feb 25",unknown,active,19.06,,,,,,"Using ad set budget",0,1819,10.478285,1516,1.199868,0,47,0,"7-day click or 1-day view",6,actions:landing_page_view,3.17666667,,,22,,,,,,00:00:00,,,,2.583837,6,,,,,,,,0,1.209456,,0.866364,,,0,,,,,0,,,,,,,,,,,,,,,,3,,3,,,,,,,6.353333,3.176667,,2025-02-14,2025-05-07,Traffic
2025-05-15,2025-05-15,"RORY LOWE TOUR - Traffic",unknown,active,54.16,,,,,,"Using ad set budget",0,9526,5.685492,8816,1.080535,0,769,0,"7-day click or 1-day view",635,actions:landing_page_view,0.08529134,,,3063,,,,,,00:00:00,,,,8.072643,635,,,,,,,,0,32.154105,,0.017682,,,0,,,,,0,,,,,,,,,,,,,,,,512,,512,,,,,,,0.105781,0.085291,,2025-04-25,2025-05-25,Traffic
2025-05-15,2025-05-15,"RORY LOWE TOUR - SALES",prospecting,not_delivering,47.99,,,,,,"Using ad set budget",0,4435,10.820744,3471,1.27773,0,66,0,"Multiple attribution settings",,,,,,1145,,,,,,00:00:00,,,,1.488162,45,,,,,,,,0,25.817362,,0.041913,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.066444,,2025-04-25,2025-05-05,Sales
2025-05-15,2025-05-15,"RORY LOWE TOUR - SALES",existing,not_delivering,20.85,,,,,,"Using ad set budget",0,1393,14.967696,700,1.99,0,30,0,"Multiple attribution settings",,,,,,411,,,,,,00:00:00,,,,2.153625,19,,,,,,,,0,29.504666,,0.05073,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.097368,,2025-04-25,2025-05-05,Sales
2025-05-15,2025-05-15,"Traffic - All Shows 14 Feb 25",unknown,active,16.85,,,,,,"Using ad set budget",0,1703,9.894304,1273,1.337785,0,40,0,"7-day click or 1-day view",3,actions:landing_page_view,5.61666667,,,25,,,,,,00:00:00,,,,2.348796,3,,,,,,,,0,1.467998,,0.674,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,16.85,5.616667,,2025-02-14,2025-05-07,Traffic
2025-05-14,2025-05-14,"RORY LOWE TOUR - Traffic",unknown,active,35.18,,,,,,"Using ad set budget",0,5751,6.117197,5555,1.035284,0,497,0,"7-day click or 1-day view",366,actions:landing_page_view,0.09612022,,,2050,,,,,,00:00:00,,,,8.641975,366,,,,,,,,0,35.645975,,0.017161,,,0,,,,,0,,,,,,,,,,,,,,,,252,,252,,,,,,,0.139603,0.09612,,2025-04-25,2025-05-25,Traffic
2025-05-14,2025-05-14,"RORY LOWE TOUR - SALES",prospecting,not_delivering,50,,,,,,"Using ad set budget",0,5446,9.18105,4382,1.242812,0,93,0,"Multiple attribution settings",,,,,,1542,,,,,,00:00:00,,,,1.707675,37,,,,,,,,0,28.314359,,0.032425,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.351351,,2025-04-25,2025-05-05,Sales
2025-05-14,2025-05-14,"RORY LOWE TOUR - SALES",existing,not_delivering,18.75,,,,,,"Using ad set budget",0,1233,15.206813,676,1.823965,0,21,0,"Multiple attribution settings",,,,,,319,,,,,,00:00:00,,,,1.703163,7,,,,,,,,0,25.871857,,0.058777,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.678571,,2025-04-25,2025-05-05,Sales
2025-05-14,2025-05-14,"Traffic - All Shows 14 Feb 25",unknown,active,19.1,,,,,,"Using ad set budget",0,1618,11.804697,1460,1.108219,0,68,0,"7-day click or 1-day view",6,actions:landing_page_view,3.18333333,,,180,,,,,,00:00:00,,,,4.202719,6,,,,,,,,0,11.124845,,0.106111,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,19.1,3.183333,,2025-02-14,2025-05-07,Traffic
2025-05-13,2025-05-13,"RORY LOWE TOUR - Traffic",unknown,active,31.67,,,,,,"Using ad set budget",0,5270,6.009488,4913,1.072664,0,509,0,"7-day click or 1-day view",388,actions:landing_page_view,0.08162371,,,1938,,,,,,00:00:00,,,,9.658444,388,,,,,,,,0,36.774194,,0.016342,,,0,,,,,0,,,,,,,,,,,,,,,,216,,216,,,,,,,0.14662,0.081624,,2025-04-25,2025-05-25,Traffic
2025-05-13,2025-05-13,"RORY LOWE TOUR - SALES",prospecting,not_delivering,81.58,,,,,,"Using ad set budget",0,8186,9.965795,6677,1.226,0,74,0,"Multiple attribution settings",,,,,,1354,,,,,,00:00:00,,,,0.903982,23,,,,,,,,0,16.540435,,0.060251,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.546957,,2025-04-25,2025-05-05,Sales
2025-05-13,2025-05-13,"RORY LOWE TOUR - SALES",existing,not_delivering,26.87,,,,,,"Using ad set budget",0,1739,15.451409,881,1.973893,0,15,0,"Multiple attribution settings",,,,,,204,,,,,,00:00:00,,,,0.862565,5,,,,,,,,0,11.73088,,0.131716,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.374,,2025-04-25,2025-05-05,Sales
2025-05-13,2025-05-13,"Traffic - All Shows 14 Feb 25",unknown,active,22.96,,,,,,"Using ad set budget",0,1914,11.99582,1758,1.088737,0,72,0,"7-day click or 1-day view",6,actions:landing_page_view,3.82666667,,,229,,,,,,00:00:00,,,,3.761755,6,,,,,,,,0,11.964472,,0.100262,,,0,,,,,0,,,,,,,,,,,,,,,,6,,6,,,,,,,3.826667,3.826667,,2025-02-14,2025-05-07,Traffic
2025-05-12,2025-05-12,"RORY LOWE TOUR - Traffic",unknown,active,38.43,,,,,,"Using ad set budget",0,6600,5.822727,6107,1.080727,0,599,0,"7-day click or 1-day view",452,actions:landing_page_view,0.08502212,,,2501,,,,,,00:00:00,,,,9.075758,452,,,,,,,,0,37.893939,,0.015366,,,0,,,,,0,,,,,,,,,,,,,,,,215,,215,,,,,,,0.178744,0.085022,,2025-04-25,2025-05-25,Traffic
2025-05-12,2025-05-12,"RORY LOWE TOUR - SALES",prospecting,not_delivering,85.23,,,,,,"Using ad set budget",0,6615,12.884354,5866,1.127685,0,47,0,"Multiple attribution settings",,,,,,366,,,,,,00:00:00,,,,0.710506,34,,,,,,,,0,5.53288,,0.232869,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.506765,,2025-04-25,2025-05-05,Sales
2025-05-12,2025-05-12,"RORY LOWE TOUR - SALES",existing,not_delivering,13.23,,,,,,"Using ad set budget",0,780,16.961538,433,1.801386,0,3,0,"Multiple attribution settings",,,,,,54,,,,,,00:00:00,,,,0.384615,2,,,,,,,,0,6.923077,,0.245,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.615,,2025-04-25,2025-05-05,Sales
2025-05-12,2025-05-12,"Traffic - All Shows 14 Feb 25",unknown,active,23.4,,,,,,"Using ad set budget",0,2164,10.813309,1988,1.088531,0,54,0,"7-day click or 1-day view",39,actions:landing_page_view,0.6,,,72,,,,,,00:00:00,,,,2.495379,39,,,,,,,,0,3.327172,,0.325,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,2025-02-14,2025-05-07,Traffic
2025-05-11,2025-05-11,"RORY LOWE TOUR - Traffic",unknown,active,35.66,,,,,,"Using ad set budget",0,5354,6.660441,4645,1.152637,0,482,0,"7-day click or 1-day view",361,actions:landing_page_view,0.09878116,,,2052,,,,,,00:00:00,,,,9.002615,361,,,,,,,,0,38.326485,,0.017378,,,0,,,,,0,,,,,,,,,,,,,,,,206,,206,,,,,,,0.173107,0.098781,,2025-04-25,2025-05-25,Traffic
2025-05-11,2025-05-11,"RORY LOWE TOUR - SALES",prospecting,not_delivering,73.17,,,,,,"Using ad set budget",0,6163,11.872465,5275,1.168341,0,36,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.584131,28,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.613214,,2025-04-25,2025-05-05,Sales
2025-05-11,2025-05-11,"RORY LOWE TOUR - SALES",existing,not_delivering,16.8,,,,,,"Using ad set budget",0,1156,14.532872,552,2.094203,0,4,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.346021,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,2025-04-25,2025-05-05,Sales
2025-05-11,2025-05-11,"Traffic - All Shows 14 Feb 25",unknown,active,24.09,,,,,,"Using ad set budget",0,1801,13.375902,1655,1.088218,0,71,0,"7-day click or 1-day view",24,actions:landing_page_view,1.00375,,,253,,,,,,00:00:00,,,,3.942254,24,,,,,,,,0,14.047751,,0.095217,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.00375,,2025-02-14,2025-05-07,Traffic
2025-05-10,2025-05-10,"RORY LOWE TOUR - Traffic",unknown,active,35.38,,,,,,"Using ad set budget",0,5025,7.040796,4496,1.11766,0,443,0,"7-day click or 1-day view",316,actions:landing_page_view,0.11196203,,,1729,,,,,,00:00:00,,,,8.81592,316,,,,,,,,0,34.40796,,0.020463,,,0,,,,,0,,,,,,,,,,,,,,,,180,,180,,,,,,,0.196556,0.111962,,2025-04-25,2025-05-25,Traffic
2025-05-10,2025-05-10,"RORY LOWE TOUR - SALES",prospecting,not_delivering,50.37,,,,,,"Using ad set budget",0,3694,13.635625,2950,1.252203,0,26,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.703844,25,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0148,,2025-04-25,2025-05-05,Sales
2025-05-10,2025-05-10,"RORY LOWE TOUR - SALES",existing,not_delivering,25.19,,,,,,"Using ad set budget",0,1301,19.362029,511,2.545988,0,3,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.230592,2,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.595,,2025-04-25,2025-05-05,Sales
2025-05-10,2025-05-10,"Traffic - All Shows 14 Feb 25",unknown,active,22.27,,,,,,"Using ad set budget",0,1576,14.130711,1388,1.135447,0,67,0,"7-day click or 1-day view",30,actions:landing_page_view,0.74233333,,,198,,,,,,00:00:00,,,,4.251269,30,,,,,,,,0,12.563452,,0.112475,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.742333,,2025-02-14,2025-05-07,Traffic
2025-05-09,2025-05-09,"RORY LOWE TOUR - Traffic",unknown,active,33.14,,,,,,"Using ad set budget",0,5689,5.825277,5492,1.03587,0,648,0,"7-day click or 1-day view",479,actions:landing_page_view,0.0691858,,,2249,,,,,,00:00:00,,,,11.390403,479,,,,,,,,0,39.532431,,0.014735,,,0,,,,,0,,,,,,,,,,,,,,,,244,,244,,,,,,,0.13582,0.069186,,2025-04-25,2025-05-25,Traffic
2025-05-09,2025-05-09,"RORY LOWE TOUR - SALES",prospecting,not_delivering,60.76,,,,,,"Using ad set budget",0,5017,12.110823,3934,1.275292,0,41,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.817221,34,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.787059,,2025-04-25,2025-05-05,Sales
2025-05-09,2025-05-09,"RORY LOWE TOUR - SALES",existing,not_delivering,15.77,,,,,,"Using ad set budget",0,1037,15.207329,433,2.394919,0,2,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.192864,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,15.77,,2025-04-25,2025-05-05,Sales
2025-05-09,2025-05-09,"Traffic - All Shows 14 Feb 25",unknown,active,21.12,,,,,,"Using ad set budget",0,1830,11.540984,1652,1.107748,0,60,0,"7-day click or 1-day view",32,actions:landing_page_view,0.66,,,59,,,,,,00:00:00,,,,3.278689,32,,,,,,,,0,3.224044,,0.357966,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,2025-02-14,2025-05-07,Traffic
2025-05-08,2025-05-08,"RORY LOWE TOUR - Traffic",unknown,active,31.8,,,,,,"Using ad set budget",0,5824,5.460165,5683,1.024811,0,661,0,"7-day click or 1-day view",495,actions:landing_page_view,0.06424242,,,2229,,,,,,00:00:00,,,,11.349588,495,,,,,1,1,,0,38.272665,,0.014266,,,0,,,,,0,,,,,,,,,,,76.74,,76.74,,31.8,265,,265,,,,,,,0.12,0.064242,,2025-04-25,2025-05-25,Traffic
2025-05-08,2025-05-08,"RORY LOWE TOUR - SALES",prospecting,not_delivering,58.59,,,,,,"Using ad set budget",0,6028,9.719642,4980,1.210442,0,44,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.729927,40,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.46475,,2025-04-25,2025-05-05,Sales
2025-05-08,2025-05-08,"RORY LOWE TOUR - SALES",existing,not_delivering,16.75,,,,,,"Using ad set budget",0,1106,15.144665,522,2.118774,0,5,0,"Multiple attribution settings",,,,,,,,,,,,00:00:00,,,,0.45208,5,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,,2025-04-25,2025-05-05,Sales
2025-05-08,2025-05-08,"Traffic - All Shows 14 Feb 25",unknown,active,19.62,,,,,,"Using ad set budget",0,1844,10.639913,1668,1.105516,0,56,0,"7-day click or 1-day view",26,actions:landing_page_view,0.75461538,,,40,,,,,,00:00:00,,,,3.036876,26,,,,,,,,0,2.169197,,0.4905,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.754615,,2025-02-14,2025-05-07,Traffic
