"Reporting starts","Reporting ends","Ad Set Name","Time of day (ad account time zone)","Ad set delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",custom_audiences,"Optimization events","Optimization Event Indicator","Optimization event conversion window"
2022-05-01,2025-06-01,"Traffic Ad Steph melb Non-Targetted","00:00:00 - 00:59:59",not_delivering,0.87,,,,,,100,Lifetime,142,6.126761,0,0,7.042254,6,0.087,"7-day click or 1-day view",6,actions:link_click,0.145,,,37,,,,,,00:00:00,,,,4.225352,,,,,,,,,0,26.056338,,0.023514,,6,0,4.225352,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-30,2023-06-12,,6,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"CAIRNS: Rory Lowe Traffic","00:00:00 - 00:59:59",inactive,4.375879,,,,,,5,Daily,399,10.967116,0,0,5.513784,17,0.198904,"7-day click or 1-day view",,,,,,143,,,,,,00:00:00,,,,4.260652,,,,,,,,,0,35.839599,,0.030601,,17,0,4.260652,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,2025-05-19,,,,
2022-05-01,2025-06-01,"TRAFFIC LP Views: Dynamic Creative","00:00:00 - 00:59:59",not_delivering,11.776635,,,,,,"Using campaign budget",0,1335,8.82145,0,0,11.011236,116,0.080113,"7-day click or 1-day view",163,actions:landing_page_view,0.0722493,,,429,,,,,,00:00:00,,,,8.689139,163,,,,,,,,0,32.134831,,0.027451,,116,0,8.689139,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.072249,,2024-07-11,2025-01-16,,163,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Clip 1 Traffic","00:00:00 - 00:59:59",not_delivering,1.28,,,,,,100,Lifetime,243,5.26749,0,0,4.526749,7,0.116364,"7-day click or 1-day view",7,actions:link_click,0.18285714,,,64,,,,,,00:00:00,,,,2.880658,,,,,,,,,0,26.337449,,0.02,,7,0,2.880658,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-06-12,,7,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"WOLLONGONG: Rory Lowe Traffic","00:00:00 - 00:59:59",inactive,1.83,,,,,,5,Daily,179,10.223464,0,0,6.145251,10,0.166364,"7-day click or 1-day view",8,actions:landing_page_view,0.22875,,,39,,,,,,00:00:00,,,,5.586592,8,,,,,,,,0,21.78771,,0.046923,,10,0,5.586592,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.22875,,2025-05-15,2025-05-27,,8,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Goodchat + Steph","00:00:00 - 00:59:59",not_delivering,2.309153,,,,,,"Using campaign budget",0,206,11.209482,0,0,1.456311,1,0.769718,"7-day click or 1-day view",,,,,,33,,,,,,00:00:00,,,,0.485437,3,,,,,,,,0,16.019417,,0.069974,,1,0,0.485437,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.769718,,2024-07-16,2024-07-16,,,,
2022-05-01,2025-06-01,"Clip 1 Impressions","00:00:00 - 00:59:59",not_delivering,4.52,,,,,,100,Lifetime,846,5.34279,0,0,0.591017,3,0.904,"7-day click or 1-day view",,,,,,511,,,,,,00:00:00,,,,0.35461,,,,,,,,,0,60.401891,,0.008845,,3,0,0.35461,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,2023-06-12,,,,
2022-05-01,2025-06-01,"SUNSHINE COAST: Rory Lowe Traffic","00:00:00 - 00:59:59",completed,3.89,,,,,,5,Daily,504,7.718254,0,0,9.52381,42,0.081042,"7-day click or 1-day view",31,actions:landing_page_view,0.12548387,,,173,,,,,,00:00:00,,,,8.333333,31,,,,,,,,0,34.325397,,0.022486,,42,0,8.333333,,,,0,,,,,,,,,,,,,,,,,,32,,,,,,,,0.125484,,2025-05-05,2025-05-22,,31,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"David Rose","00:00:00 - 00:59:59",not_delivering,0.47,,,,,,"Using campaign budget",0,39,12.051282,0,0,7.692308,2,0.156667,"7-day click or 1-day view",,,,,,15,,,,,,00:00:00,,,,5.128205,1,,,,,,,,0,38.461538,,0.031333,,2,0,5.128205,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,2024-08-16,2024-08-16,,,,
2022-05-01,2025-06-01,"ALL SHOWS - Photos & Slideshows","00:00:00 - 00:59:59",not_delivering,25.082324,3,,,,,"Using campaign budget",0,1592,15.755228,0,0,0.753769,5,2.090194,"1-day click or 1-day view",3,actions:offsite_conversion.fb_pixel_purchase,8.36077451,,,77,,,,,,00:00:00,,,,0.31407,3,,6,,,,6,,0,4.836683,,0.325744,,4,0,0.251256,,,,0,,,,,110,,110,,,,175,,175,,,,,12,,,,,,,,8.360775,,2023-05-15,2023-05-17,,3,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Rory: Sydney Conversions UPDATED","00:00:00 - 00:59:59",inactive,0.62018,1,,,,28.5,700,Lifetime,68,9.120297,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,0.62018016,,,25,,,,,,00:00:00,,,,,2,,,,,,1,45.954388,0,36.764706,,0.024807,,,0,,,,,0,,,,,,,,,,,28.5,,28.5,,,,,4,,,,,,,,0.31009,,2025-05-05,2025-05-27,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"ALL SHOWS Flexible Creative","00:00:00 - 00:59:59",not_delivering,51.179859,2,,,,76,60,Daily,3941,12.986516,0,0,1.649328,40,0.787382,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,25.58992945,,,592,,,,,,00:00:00,,,,1.014971,19,,,,5,,4,1.484959,0,15.021568,,0.086452,,40,0,1.014971,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.693677,,2025-02-14,2025-05-07,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"traffic link click ALL SHOWS - Photos & Slideshows","00:00:00 - 00:59:59",not_delivering,0.52,,,,,,"Using campaign budget",0,90,5.777778,0,0,4.444444,3,0.13,"7-day click or 1-day view",3,actions:link_click,0.17333333,,,2,,,,,,00:00:00,,,,3.333333,1,,,,,,,,0,2.222222,,0.26,,3,0,3.333333,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,2023-05-15,2024-06-21,,3,actions:link_click,"1-day click"
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED","00:00:00 - 00:59:59",inactive,5.21,,,,,,600,Lifetime,623,8.362761,0,0,2.247191,8,0.372143,"1-day click, 1-day view, or 1-day engaged-view",,,,,,291,,,,,,00:00:00,,,,1.284109,2,,,,,,,,0,46.70947,,0.017904,,8,0,1.284109,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.605,,2025-05-05,2025-05-21,,,,
2022-05-01,2025-06-01,"Gocsy Queanbeyan","00:00:00 - 00:59:59",not_delivering,1.55,,,,,,50,Lifetime,95,16.315789,0,0,0,,0,"7-day click or 1-day view",,,,,,1,,,,,,00:00:00,,,,,,,1,,,,,,0,1.052632,,1.55,,,0,,,,,0,,,,,19.99,,19.99,,,,,,,,,,,,,,,,,,,,,2024-11-29,2025-05-05,,,,
2022-05-01,2025-06-01,"Kinselas Day Of","00:00:00 - 00:59:59",not_delivering,0.66,,,,,,40,Lifetime,89,7.41573,0,0,0,,0,"1-day click or 1-day view",,,,,,1,,,,,,00:00:00,,,,,,,,,,,,,0,1.123596,,0.66,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Conversions UPDATED v2","00:00:00 - 00:59:59",inactive,20.99,,,,,,600,Lifetime,2164,9.69963,0,0,0.924214,12,1.0495,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,0.554529,8,,,,,,,,0,,,,,12,0,0.554529,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,2.62375,,2025-05-22,2025-05-27,,,,
2022-05-01,2025-06-01,"Gocsy Newcastle - 1 day view click","00:00:00 - 00:59:59",archived,0.19,,,,,,50,Lifetime,16,11.875,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,2,,,,,,00:00:00,,,,,,,,,,,,,0,12.5,,0.095,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-29,2024-12-02,,,,
2022-05-01,2025-06-01,"Magic Day Of","00:00:00 - 00:59:59",not_delivering,0.36,,,,,,40,Lifetime,38,9.473684,0,0,0,,0,"1-day click or 1-day view",,,,,,2,,,,,,00:00:00,,,,,,,,,,,,,0,5.263158,,0.18,,,0,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Sunshine Coast Conversions UPDATEDv2","00:00:00 - 00:59:59",inactive,24.089447,,,,,,300,Lifetime,1648,14.617383,0,0,1.820388,26,0.802982,"1-day click, 1-day view, or 1-day engaged-view",,,,,,576,,,,,,00:00:00,,,,1.57767,14,,,,,,,,0,34.951456,,0.041822,,26,0,1.57767,,,,0,,,,,,,,,,,,,,,,,,15,,,,,,,,1.720675,,2025-05-22,2025-05-24,,,,
2022-05-01,2025-06-01,"Harrys Day Of","00:00:00 - 00:59:59",inactive,0.32,,,,,,98.91,Lifetime,26,12.307692,0,0,3.846154,,0.32,"1-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,0.32,,2023-05-15,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Brisbane Sales","00:00:00 - 00:59:59",recently_completed,11.92,1,,,,70,"Using campaign budget",0,907,13.142227,0,0,3.417861,16,0.384516,"7-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,11.92,,,346,,,,,,00:00:00,,,,1.764057,9,,,,,,,5.872483,0,38.14774,,0.034451,,16,0,1.764057,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.324444,,2025-05-27,2025-05-27,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 7-day click"
2022-05-01,2025-06-01,"ALL SHOWS - Photos & Slideshows","00:00:00 - 00:59:59",not_delivering,1.54,,,,,,"Using campaign budget",0,132,11.666667,0,0,0.757576,,1.54,"7-day click or 1-day view",,,,,,20,,,,,,00:00:00,,,,,2,,,,,,,,0,15.151515,,0.077,,,0,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,0.77,,2023-05-16,2024-06-21,,,,
2022-05-01,2025-06-01,"Rory: Canberra Sales","00:00:00 - 00:59:59",active,3.151381,,,,,,"Using campaign budget",0,199,15.836085,0,0,6.030151,7,0.262615,"7-day click, 1-day view, or 1-day engaged-view",,,,,,82,,,,,,00:00:00,,,,3.517588,5,,,,,,,,0,41.20603,,0.038431,,7,0,3.517588,,,,0,,,,,,,,,,,,,,,,,,6,,,,,,,,0.630276,,2025-05-28,2025-05-28,,,,
2022-05-01,2025-06-01,"traffic LPviews ALL SHOWS - Photos & Slideshows","00:00:00 - 00:59:59",not_delivering,32.428485,,,,,,"Using campaign budget",0,3509,9.241518,0,0,2.963807,93,0.311812,"7-day click or 1-day view",41,actions:landing_page_view,0.79093867,,,207,,,,,,00:00:00,,,,2.650328,41,,,,,,,,0,5.899117,,0.156659,,93,0,2.650328,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.790939,,2023-05-25,2025-01-16,,41,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Magic Mic Comedy","01:00:00 - 01:59:59",inactive,0.23,,,,,,"Using campaign budget",0,28,8.214286,0,0,0,,0,"7-day click or 1-day view",,,,,,7,,,,,,00:00:00,,,,,,,,,,,,,0,25,,0.032857,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2023-03-09,,,,
2022-05-01,2025-06-01,"traffic LPviews ALL SHOWS - Photos & Slideshows","01:00:00 - 01:59:59",not_delivering,0.19,,,,,,"Using campaign budget",0,20,9.5,0,0,0,,0,"7-day click or 1-day view",,,,,,3,,,,,,00:00:00,,,,,,,,,,,,,0,15,,0.063333,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25,2024-06-21,,,,
2022-05-01,2025-06-01,"ALL SHOWS Flexible Creative TRAFFIC","01:00:00 - 01:59:59",active,42.933511,,,,,,22,Daily,3713,11.563025,0,0,5.628872,154,0.205424,"7-day click or 1-day view",61,actions:landing_page_view,0.70382805,,,615,,,,,,00:00:00,,,,4.14759,61,,,,,,,,0,16.563426,,0.069811,,154,0,4.14759,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,0.703828,,2025-02-14,2025-05-22,,61,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Post: ""The best comedians, the best shows, the best fun,...""","01:00:00 - 01:59:59",not_delivering,0.2,,,,,,"Using campaign budget",0,21,9.52381,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-31,2022-06-01,,,,
2022-05-01,2025-06-01,"Harrys Comedy","01:00:00 - 01:59:59",inactive,0.18,,,,,,"Using campaign budget",0,12,15,0,0,0,,0,"7-day click or 1-day view",,,,,,2,,,,,,00:00:00,,,,,,,,,,,,,0,16.666667,,0.09,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,2023-03-09,,,,
2022-05-01,2025-06-01,"Video Ad - Carousel Launch","01:00:00 - 01:59:59",not_delivering,0.169966,,,,,,"Using campaign budget",0,12,14.163834,0,0,0,,0,"1-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25,2023-09-25,,,,
2022-05-01,2025-06-01,"Roast Battle Sydney","01:00:00 - 01:59:59",completed,0,1,,,,44,100,Lifetime,0,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,0,,,,,,,,,00:00:00,,,,,,,,,1,,1,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-07,2025-03-07,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Magic Mic Comedy","01:00:00 - 01:59:59",not_delivering,13.580257,,,,,,"Using campaign budget",0,9069,1.497437,0,0,0.055133,2,2.716051,"7-day click or 1-day view",,,,,,371,,,,,,00:00:00,,,,0.022053,,,,,,,,,0,4.090859,,0.036604,,2,0,0.022053,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2022-06-02,2022-06-02,,,,
2022-05-01,2025-06-01,"iD Comedy Club","01:00:00 - 01:59:59",inactive,15.040431,1,,,,,"Using campaign budget",0,1433,10.495765,0,0,1.605024,11,0.653932,"1-day click or 1-day view",1,actions:offsite_conversion.fb_pixel_purchase,15.04043129,,,185,,,,,,00:00:00,,,,0.76762,4,,,,,,1,,0,12.909979,,0.0813,,11,0,0.76762,,,,0,,,,,,,,,,,54.92,,54.92,,,,,13,,,,,,,,3.760108,,2022-05-18,2023-05-24,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Oct23 Dynamic Creative","01:00:00 - 01:59:59",not_delivering,97.98,,,,,,10,Daily,16938,5.784626,0,0,3.619081,563,0.159837,"7-day click or 1-day view",693,actions:landing_page_view,0.14138528,,,2179,,,,,,00:00:00,,,,3.323887,693,,,,,,,,0,12.864565,,0.044966,,563,0,3.323887,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.141385,,2023-09-29,2024-06-21,,693,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"MELB: ALL SHOWS Flexible Creative","01:00:00 - 01:59:59",not_delivering,9.77,1,,,,,150,Daily,652,14.984663,0,0,1.840491,8,0.814167,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,9.77,,,90,,,,,,00:00:00,,,,1.226994,3,,,,,,,,0,13.803681,,0.108556,,8,0,1.226994,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.256667,,2025-04-03,2025-04-13,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"Harrys Comedy","01:00:00 - 01:59:59",not_delivering,0.22,,,,,,"Using campaign budget",0,153,1.437909,0,0,0,,0,"7-day click or 1-day view",,,,,,6,,,,,,00:00:00,,,,,,,,,,,,,0,3.921569,,0.036667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-05-24,,,,
2022-05-01,2025-06-01,"ALL SHOWS Single Dynamic Content","01:00:00 - 01:59:59",not_delivering,76.793733,5,,,,247.18,25,Daily,16194,4.74211,0,0,1.302952,122,0.363951,"1-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.fb_pixel_purchase,15.35874662,,,1213,,,,,,00:00:00,,,,0.753365,73,,4,,,,4,3.218752,0,7.490429,,0.063309,,121,0,0.74719,,,,0,,,,,97.85,,97.85,,,,199.23,,199.23,,,,,6,,,,,,,,1.051969,,2023-10-04,2024-07-07,,5,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
2022-05-01,2025-06-01,"MELB: Flexible Creative","01:00:00 - 01:59:59",completed,13.16,,,,,,300,Daily,900,14.622222,0,0,3,17,0.487407,"1-day click, 1-day view, or 1-day engaged-view",,,,,,166,,,,,,00:00:00,,,,1.888889,11,,,,,,,,0,18.444444,,0.079277,,17,0,1.888889,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.196364,,2025-04-10,2025-04-16,,,,
2022-05-01,2025-06-01,"iD Comedy Club","01:00:00 - 01:59:59",not_delivering,23.442442,,,,,,"Using campaign budget",0,14499,1.616832,0,0,0.062073,3,2.604716,"7-day click or 1-day view",,,,,,294,,,,,,00:00:00,,,,0.020691,,,,,,,,,0,2.027726,,0.079736,,3,0,0.020691,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,2023-02-15,,,,
2022-05-01,2025-06-01,"MICF: Sydney Showcase 070424","01:00:00 - 01:59:59",not_delivering,0.689931,,,,,,100,Lifetime,79,8.733304,0,0,1.265823,1,0.689931,"1-day click, 1-day view, or 1-day engaged-view",,,,,,19,,,,,,00:00:00,,,,1.265823,,,,,,,,,0,24.050633,,0.036312,,1,0,1.265823,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-06,2024-04-07,,,,
2022-05-01,2025-06-01,"Rory: Canberra Conversions | 4 weeks out 1 week $200 Assess weekly","01:00:00 - 01:59:59",inactive,0.190015,,,,,,250,Lifetime,11,17.274109,0,0,0,,0,Incremental,,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06,2025-05-21,,,,
2022-05-01,2025-06-01,"Post: ""This weekend at Kinselas""","01:00:00 - 01:59:59",not_delivering,0.16,,,,,,"Using campaign budget",0,13,12.307692,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-03,2022-06-03,,,,
2022-05-01,2025-06-01,"New Sales Ad Set","01:00:00 - 01:59:59",not_delivering,2.949263,,,,,,"Using campaign budget",0,276,10.685734,0,0,3.623188,2,0.294926,"7-day click or 1-day view",,,,,,55,,,,,,00:00:00,,,,0.724638,3,,,,,,,,0,19.927536,,0.053623,,2,0,0.724638,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.983088,,2024-06-21,2024-07-15,,,,
2022-05-01,2025-06-01,"Rory: Sydney Conversions","01:00:00 - 01:59:59",archived,0.31,,,,,,10,Daily,48,6.458333,0,0,0,,0,Incremental,,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-25,2025-05-14,,,,
2022-05-01,2025-06-01,"Event: Harry's Comedy - Mondays","01:00:00 - 01:59:59",not_delivering,0.21,,,,,,"Using campaign budget",0,16,13.125,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-10,2022-07-11,,,,
2022-05-01,2025-06-01,"Facebook Grouped Remarketing Audience","01:00:00 - 01:59:59",not_delivering,0.039957,,,,,,12.48,Lifetime,4,9.989224,0,0,0,,0,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,1,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.039957,,2024-06-24,2025-01-16,,,,
2022-05-01,2025-06-01,"Rory: Sunshine Coast Conversions","01:00:00 - 01:59:59",inactive,0,,,,,,500,Lifetime,6,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,2025-05-22,,,,
2022-05-01,2025-06-01,"Harrys Comedy","01:00:00 - 01:59:59",inactive,1.64,,,,,,"Using campaign budget",0,682,2.404692,0,0,0.146628,1,1.64,"7-day click or 1-day view",,,,,,21,,,,,,00:00:00,,,,0.146628,,,,,,,,,0,3.079179,,0.078095,,1,0,0.146628,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"iD Comedy Club Instagram Engagers","01:00:00 - 01:59:59",inactive,0.22,,,,,,10.43,Lifetime,16,13.75,0,0,6.25,,0.22,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2024-06-26,,,,
2022-05-01,2025-06-01,"Rory: Sydney Traffic","01:00:00 - 01:59:59",completed,3.260423,,,,,,10,Daily,478,6.82097,0,0,13.389121,55,0.050944,"7-day click or 1-day view",48,actions:landing_page_view,0.06792549,,,189,,,,,,00:00:00,,,,11.506276,48,,,,,,,,0,39.539749,,0.017251,,55,0,11.506276,,,,0,,,,,,,,,,,,,,,,,,17,,,,,,,,0.067925,,2025-04-25,2025-05-15,,48,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Magic Mic Comedy","01:00:00 - 01:59:59",not_delivering,6.57,,,,,,"Using campaign budget",0,2576,2.550466,0,0,0.11646,,2.19,"7-day click or 1-day view",,,,,,93,,,,,,00:00:00,,,,,,,,,,,,,0,3.610248,,0.070645,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2023-06-12,,,,
2022-05-01,2025-06-01,"Mailchimp Grouped Remarketing Audience","01:00:00 - 01:59:59",not_delivering,0.16,,,,,,14.72,Lifetime,15,10.666667,0,0,6.666667,,0.16,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-24,2025-01-16,,,,
2022-05-01,2025-06-01,"SYD: Rory Event Response Ad","01:00:00 - 01:59:59",not_delivering,0.14,,,,,,5,Daily,26,5.384615,0,0,11.538462,1,0.046667,"7-day click or 1-day view",,,,,,17,,,,,,00:00:00,,,,3.846154,,,,,,,,,0,65.384615,,0.008235,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-02,2025-05-02,,,,
2022-05-01,2025-06-01,"iD Comedy Club","01:00:00 - 01:59:59",inactive,3.139841,,,,,,"Using campaign budget",0,2144,1.464478,0,0,0.093284,2,1.56992,"7-day click or 1-day view",,,,,,28,,,,,,00:00:00,,,,0.093284,,,,,,,,,0,1.30597,,0.112137,,2,0,0.093284,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-18,2022-11-29,,,,
2022-05-01,2025-06-01,"Whole Festival Dynamic Creative","01:00:00 - 01:59:59",not_delivering,11.535924,,,,,,"Using campaign budget",0,981,11.759352,0,0,3.465851,15,0.339292,"7-day click or 1-day view",,,,,,222,,,,,,00:00:00,,,,1.529052,34,,9,,,,2,,0,22.629969,,0.051964,,15,0,1.529052,,,,0,,,,,359,,359,,,,,,,,,,,,,,,,,,,0.339292,,2024-07-03,2024-07-03,,,,
2022-05-01,2025-06-01,"BRISBANE: Rory Lowe Traffic","01:00:00 - 01:59:59",inactive,1.671082,,,,,,10,Daily,289,5.782291,0,0,7.612457,21,0.075958,"7-day click or 1-day view",21,actions:landing_page_view,0.07957534,,,98,,,,,,00:00:00,,,,7.266436,21,,,,,,,,0,33.910035,,0.017052,,21,0,7.266436,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.079575,,2025-05-05,2025-05-27,,21,actions:landing_page_view,"1-day click"
2022-05-01,2025-06-01,"Event: Dark Jokes Night (Halloween)","01:00:00 - 01:59:59",not_delivering,0.23,,,,,,"Using campaign budget",0,12,19.166667,0,0,8.333333,,0.23,"7-day click or 1-day view",,,,,,,,,,,,00:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-25,2022-10-25,,,,
2022-05-01,2025-06-01,"REACH: Whole Festival Dynamic Creative","01:00:00 - 01:59:59",not_delivering,1.19,,,,,,"Using campaign budget",0,561,2.121212,0,0,0.356506,,0.595,"7-day click or 1-day view",,,,,,144,,,,,,00:00:00,,,,,,,,,,,,,0,25.668449,,0.008264,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10,2025-01-16,,,,
