Reporting starts,Reporting ends,Ad Set Name,Audience segments,Ad set delivery,Amount spent (AUD),Website purchases,Cost per purchase (AUD),Purchase ROAS (return on ad spend),Purchases conversion value,Website purchases conversion value,Ad set budget,Ad set budget type,Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,CTR (all),Link clicks,CPC (all) (AUD),Attribution setting,Results,Result indicator,Cost per results,Meta purchases,ThruPlays,3-second video plays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,profile_visit_view,Unique link clicks,CTR (link click-through rate),Landing page views,Adds to cart,Website adds to cart,Adds of payment info,Website adds of payment info,Checkouts Initiated,Website checkouts initiated,Website purchase ROAS (return on ad spend),Views,3-second video plays rate per impressions,Cost per ThruPlay (AUD),Cost per 3-second video play (AUD),Unique outbound clicks,Outbound clicks,Unique CTR (link click-through rate),Outbound CTR (click-through rate),Unique outbound CTR (click-through rate),Cost per unique outbound click (AUD),Cost per unique link click (AUD),Cost per unique click (all) (AUD),Adds of payment info conversion value,In-app adds of payment info conversion value,Website adds of payment info conversion value,Offline adds of payment info conversion value,Adds to cart conversion value,In-app adds to cart conversion value,Website adds to cart conversion value,Offline adds to cart conversion value,Cost per add of payment info (AUD),Cost per add to cart (AUD),Checkouts initiated conversion value,In-app checkouts initiated conversion value,Website checkouts initiated conversion value,Offline checkouts initiated conversion value,Cost per checkout initiated (AUD),Content views,In-app content views,Website content views,Offline content views,Meta content views,Content views conversion value,In-app content views conversion value,Website content views conversion value,Offline content views conversion value,Cost per content view (AUD),Cost per landing page view (AUD),Orders created,Date created,Date last edited,custom_audiences,Optimization events,Optimization Event Indicator,Optimization event conversion window
9/04/2025,9/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,15.08,,,,,,60,Daily,795,18.968553,412,1.929612,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,94,,,,,,0:00:00,,,,0.377358,,,,1,1,3,3,,0,11.823899,,0.160426,,,0,,,,,0,,,,,,,,,15.08,,,,,,5.026667,3,,3,,,,,,,5.026667,,,14/02/2025,7/05/2025,,,,
9/04/2025,9/04/2025,MELB: ALL SHOWS Flexible Creative,existing,not_delivering,41.4,3,13.8,3.429952,142,142,150,Daily,2325,17.806452,1021,2.277179,0,22,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,13.8,,,225,,,,,,0:00:00,,,,0.946237,10,,,2,2,2,2,3.429952,0,9.677419,,0.184,,,0,,,,,0,,,,,,,,,20.7,,,,,,20.7,1,,1,,,,,,,41.4,4.14,,3/04/2025,13/04/2025,,3,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
9/04/2025,9/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,19.13,,,,,,22,Daily,1615,11.845201,1422,1.135724,0,51,0,7-day click or 1-day view,23,actions:landing_page_view,0.83173913,,,262,,,,,,0:00:00,,,,3.157895,23,,,1,1,1,1,,0,16.22291,,0.073015,,,0,,,,,0,,,,,,,,,19.13,,,,,,19.13,1,,1,,,,,,,19.13,0.831739,,14/02/2025,22/05/2025,,23,actions:landing_page_view,1-day click
8/04/2025,8/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,12.22,,,,,,60,Daily,958,12.755741,690,1.388406,0,1,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,179,,,,,,0:00:00,,,,0.104384,,,,,,,,,0,18.68476,,0.068268,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2025,7/05/2025,,,,
8/04/2025,8/04/2025,MELB: ALL SHOWS Flexible Creative,prospecting,not_delivering,49.36,,,,,,150,Daily,3986,12.383342,3041,1.310753,0,41,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,657,,,,,,0:00:00,,,,1.0286,20,,,,,,,,0,16.482689,,0.075129,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.468,,3/04/2025,13/04/2025,,,,
8/04/2025,8/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,16.76,2,8.38,6.801909,114,114,60,Daily,860,19.488372,441,1.950113,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,8.38,,,122,,,,,,0:00:00,,,,0.465116,2,,,1,1,1,1,6.801909,0,14.186047,,0.137377,,,0,,,,,0,,,,,,,,,16.76,,,,,,16.76,,,,,,,,,,,8.38,,14/02/2025,7/05/2025,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
8/04/2025,8/04/2025,MELB: ALL SHOWS Flexible Creative,existing,not_delivering,36.9,1,36.9,2.276423,84,84,150,Daily,1943,18.991251,850,2.285882,0,12,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,36.9,,,166,,,,,,0:00:00,,,,0.617602,2,,,2,2,2,2,2.276423,0,8.543489,,0.222289,,,0,,,,,0,,,,,,,,,18.45,,100,,100,,18.45,,,,,,,,,,,18.45,,3/04/2025,13/04/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
8/04/2025,8/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,20,,,,,,22,Daily,1814,11.025358,1648,1.100728,0,57,0,7-day click or 1-day view,34,actions:landing_page_view,0.58823529,,,314,,,,,,0:00:00,,,,3.142227,34,,,,,,,,0,17.309813,,0.063694,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.588235,,14/02/2025,22/05/2025,,34,actions:landing_page_view,1-day click
7/04/2025,7/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,18.45,,,,,,60,Daily,1498,12.316422,1085,1.380645,0,7,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,224,,,,,,0:00:00,,,,0.46729,,,,,,1,1,,0,14.953271,,0.082366,,,0,,,,,0,,,,,,,,,,,54.92,,54.92,,18.45,2,,2,,,,,,,9.225,,,14/02/2025,7/05/2025,,,,
7/04/2025,7/04/2025,MELB: ALL SHOWS Flexible Creative,prospecting,not_delivering,56.9,2,28.45,2.249561,128,128,150,Daily,5075,11.211823,3968,1.278982,0,69,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,28.45,,,918,,,,,,0:00:00,,,,1.359606,29,,,2,2,2,2,2.249561,0,18.08867,,0.061983,,,0,,,,,0,,,,,,,,,28.45,,280,,280,,28.45,,,,,,,,,,,1.962069,,3/04/2025,13/04/2025,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
7/04/2025,7/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,16.37,2,8.185,8.918754,146,146,60,Daily,846,19.349882,441,1.918367,0,,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,8.185,,,128,,,,,,0:00:00,,,,,,,,2,2,2,2,8.918754,0,15.130024,,0.127891,,,0,,,,,0,,,,,,,,,8.185,,,,,,8.185,,,,,,,,,,,,,14/02/2025,7/05/2025,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
7/04/2025,7/04/2025,MELB: ALL SHOWS Flexible Creative,existing,not_delivering,61.37,3,20.456667,5.605345,344,344,150,Daily,2885,21.272097,1141,2.528484,0,27,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,20.45666667,,,226,,,,,,0:00:00,,,,0.935875,13,,,3,3,3,3,5.605345,0,7.833622,,0.271549,,,0,,,,,0,,,,,,,,,20.456667,,,,,,20.456667,1,,1,,,50,,50,,61.37,4.720769,,3/04/2025,13/04/2025,,3,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
7/04/2025,7/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,21.62,,,,,,22,Daily,1932,11.190476,1770,1.091525,0,57,0,7-day click or 1-day view,25,actions:landing_page_view,0.8648,,,252,,,,,,0:00:00,,,,2.950311,25,,,,,,,,0,13.043478,,0.085794,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8648,,14/02/2025,22/05/2025,,25,actions:landing_page_view,1-day click
6/04/2025,6/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,20.1,,,,,,60,Daily,2093,9.60344,1537,1.361744,0,7,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,353,,,,,,0:00:00,,,,0.334448,7,,,,,,,,0,16.865743,,0.056941,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.871429,,14/02/2025,7/05/2025,,,,
6/04/2025,6/04/2025,MELB: ALL SHOWS Flexible Creative,prospecting,not_delivering,39.41,,,,,,150,Daily,3182,12.385292,2101,1.514517,0,37,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,363,,,,,,0:00:00,,,,1.162791,13,,,,,,,,0,11.40792,,0.108567,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,50,,50,,39.41,3.031538,,3/04/2025,13/04/2025,,,,
6/04/2025,6/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,13.25,1,13.25,6.339623,84,84,60,Daily,850,15.588235,453,1.87638,0,2,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,13.25,,,113,,,,,,0:00:00,,,,0.235294,2,,,1,1,1,1,6.339623,0,13.294118,,0.117257,,,0,,,,,0,,,,,,,,,13.25,,,,,,13.25,,,,,,,,,,,6.625,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
6/04/2025,6/04/2025,MELB: ALL SHOWS Flexible Creative,existing,not_delivering,80.47,3,26.823333,1.864049,150,150,150,Daily,3424,23.501752,1180,2.901695,0,38,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,26.82333333,,,283,,,,,,0:00:00,,,,1.109813,15,,,2,2,3,3,1.864049,0,8.265187,,0.284346,,,0,,,,,0,,,,,,,,,40.235,,160,,160,,26.823333,,,,,,,,,,,5.364667,,3/04/2025,13/04/2025,,3,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
6/04/2025,6/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,24.93,,,,,,22,Daily,2055,12.131387,1794,1.145485,0,70,0,7-day click or 1-day view,33,actions:landing_page_view,0.75545455,,,340,,,,,,0:00:00,,,,3.406326,33,,,,,,,,0,16.545012,,0.073324,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.755455,,14/02/2025,22/05/2025,,33,actions:landing_page_view,1-day click
5/04/2025,5/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,14.63,,,,,,60,Daily,1429,10.237929,1071,1.334267,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,233,,,,,,0:00:00,,,,0.559832,5,,,1,1,1,1,,0,16.305108,,0.06279,,,0,,,,,0,,,,,,,,,14.63,,,,,,14.63,,,,,,,,,,,2.926,,14/02/2025,7/05/2025,,,,
5/04/2025,5/04/2025,MELB: ALL SHOWS Flexible Creative,prospecting,not_delivering,20.56,,,,,,150,Daily,1604,12.817955,1044,1.536398,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,220,,,,,,0:00:00,,,,0.498753,5,,,,,,,,0,13.715711,,0.093455,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.112,,3/04/2025,13/04/2025,,,,
5/04/2025,5/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,15.1,1,15.1,,,,60,Daily,906,16.666667,544,1.665441,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,15.1,,,127,,,,,,0:00:00,,,,0.441501,2,,,,,1,1,,0,14.01766,,0.118898,,,0,,,,,0,,,,,,,,,,,,,,,15.1,,,,,,,,,,,7.55,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
5/04/2025,5/04/2025,MELB: ALL SHOWS Flexible Creative,existing,not_delivering,78.42,9,8.713333,5.572558,437,437,150,Daily,3215,24.391913,1091,2.946838,0,20,0,"1-day click, 1-day view, or 1-day engaged-view",9,actions:offsite_conversion.fb_pixel_purchase,8.71333333,,,254,,,,,,0:00:00,,,,0.622084,9,,,5,5,7,7,5.572558,0,7.900467,,0.30874,,,0,,,,,0,,,,,,,,,15.684,,160,,160,,11.202857,,,,,,,,,,,8.713333,,3/04/2025,13/04/2025,,9,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
5/04/2025,5/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,18.26,,,,,,22,Daily,1823,10.016456,1641,1.110908,0,82,0,7-day click or 1-day view,36,actions:landing_page_view,0.50722222,,,207,,,,,,0:00:00,,,,4.49808,36,,,,,,,,0,11.354909,,0.088213,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.507222,,14/02/2025,22/05/2025,,36,actions:landing_page_view,1-day click
4/04/2025,4/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,17.5,,,,,,60,Daily,1534,11.408083,1103,1.390752,0,12,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,281,,,,,,0:00:00,,,,0.782269,4,,,,,,,,0,18.318123,,0.062278,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.375,,14/02/2025,7/05/2025,,,,
4/04/2025,4/04/2025,MELB: ALL SHOWS Flexible Creative,prospecting,not_delivering,24.66,2,12.33,1.419303,35,35,150,Daily,1784,13.82287,1003,1.778664,0,13,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,12.33,,,198,,,,,,0:00:00,,,,0.7287,5,,,2,2,3,3,1.419303,0,11.098655,,0.124545,,,0,,,,,0,,,,,,,,,12.33,,,,,,8.22,,,,,,,,,,,4.932,,3/04/2025,13/04/2025,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
4/04/2025,4/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,11.45,1,11.45,1.746725,20,20,60,Daily,721,15.880721,402,1.793532,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,11.45,,,108,,,,,,0:00:00,,,,0.554785,3,,,1,1,1,1,1.746725,0,14.979196,,0.106019,,,0,,,,,0,,,,,,,,,11.45,,,,,,11.45,,,,,,,,,,,3.816667,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
4/04/2025,4/04/2025,MELB: ALL SHOWS Flexible Creative,existing,not_delivering,69.4,5,13.88,2.363112,164,164,150,Daily,2903,23.906304,979,2.965271,0,23,0,"1-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.fb_pixel_purchase,13.88,,,243,,,,,,0:00:00,,,,0.792284,12,,,1,1,,,2.363112,0,8.370651,,0.285597,,,0,,,,,0,,,,,,,,,69.4,,,,,,,1,,1,,,,,,,69.4,5.783333,,3/04/2025,13/04/2025,,5,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
4/04/2025,4/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,18.9,,,,,,22,Daily,1691,11.176818,1516,1.115435,0,65,0,7-day click or 1-day view,25,actions:landing_page_view,0.756,,,245,,,,,,0:00:00,,,,3.843879,25,,,,,,,,0,14.488468,,0.077143,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.756,,14/02/2025,22/05/2025,,25,actions:landing_page_view,1-day click
3/04/2025,3/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,10.56,,,,,,60,Daily,961,10.988554,647,1.485317,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,159,,,,,,0:00:00,,,,0.520291,2,,,,,,,,0,16.545265,,0.066415,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,,14/02/2025,7/05/2025,,,,
3/04/2025,3/04/2025,MELB: ALL SHOWS Flexible Creative,prospecting,not_delivering,7.2,,,,,,150,Daily,796,9.045226,658,1.209726,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,117,,,,,,0:00:00,,,,0.376884,1,,,,,,,,0,14.698492,,0.061538,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,3/04/2025,13/04/2025,,,,
3/04/2025,3/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,15.87,2,7.935,8.065532,128,128,60,Daily,831,19.097473,384,2.164063,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,7.935,,,92,,,,,,0:00:00,,,,0.361011,,,,3,3,2,2,8.065532,0,11.070999,,0.1725,,,0,,,,,0,,,,,,,,,5.29,,,,,,7.935,,,,,,,,,,,,,14/02/2025,7/05/2025,,2,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
3/04/2025,3/04/2025,MELB: ALL SHOWS Flexible Creative,existing,not_delivering,16.18,1,16.18,2.472188,40,40,150,Daily,771,20.985733,457,1.68709,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,16.18,,,81,,,,,,0:00:00,,,,0.518807,,,,,,,,2.472188,0,10.505837,,0.199753,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/04/2025,13/04/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
3/04/2025,3/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,18.19,,,,,,22,Daily,1486,12.240915,1396,1.06447,0,59,0,7-day click or 1-day view,22,actions:landing_page_view,0.82681818,,,272,,,,,,0:00:00,,,,3.97039,22,,,,,,,,0,18.304172,,0.066875,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.826818,,14/02/2025,22/05/2025,,22,actions:landing_page_view,1-day click
2/04/2025,2/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,9.33,,,,,,60,Daily,927,10.064725,630,1.471429,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,171,,,,,,0:00:00,,,,0.539374,1,,,,,,,,0,18.446602,,0.054561,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,9.33,9.33,,14/02/2025,7/05/2025,,,,
2/04/2025,2/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,18.76,,,,,,22,Daily,2151,8.721525,1969,1.092433,0,74,0,7-day click or 1-day view,37,actions:landing_page_view,0.50702703,,,394,,,,,,0:00:00,,,,3.44026,37,,,,,,,,0,18.317062,,0.047614,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.507027,,14/02/2025,22/05/2025,,37,actions:landing_page_view,1-day click
2/04/2025,2/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,17.05,1,17.05,2.463343,42,42,60,Daily,924,18.452381,453,2.039735,0,2,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,17.05,,,112,,,,,,0:00:00,,,,0.21645,,,,2,2,2,2,2.463343,0,12.121212,,0.152232,,,0,,,,,0,,,,,,,,,8.525,,,,,,8.525,1,,1,,,,,,,17.05,,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
1/04/2025,1/04/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,21.05,,,,,,22,Daily,1815,11.597796,1648,1.101335,0,82,0,7-day click or 1-day view,33,actions:landing_page_view,0.63787879,,,342,,,,,,0:00:00,,,,4.517906,33,,,,,,,,0,18.842975,,0.06155,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.637879,,14/02/2025,22/05/2025,,33,actions:landing_page_view,1-day click
1/04/2025,1/04/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,14.19,,,,,,60,Daily,1186,11.964587,778,1.524422,0,11,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,213,,,,,,0:00:00,,,,0.927487,6,,,,,,,,0,17.959528,,0.06662,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.365,,14/02/2025,7/05/2025,,,,
1/04/2025,1/04/2025,ALL SHOWS Flexible Creative,existing,not_delivering,18.04,1,18.04,4.656319,84,84,60,Daily,798,22.606516,385,2.072727,0,1,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,18.04,,,113,,,,,,0:00:00,,,,0.125313,,,,2,2,1,1,4.656319,0,14.160401,,0.159646,,,0,,,,,0,,,,,,,,,9.02,,160,,160,,18.04,,,,,,,,,,,,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
31/03/2025,31/03/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,21.2,,,,,,22,Daily,2047,10.356619,1830,1.118579,0,86,0,7-day click or 1-day view,46,actions:landing_page_view,0.46086957,,,341,,,,,,0:00:00,,,,4.20127,46,,,,,,,,0,16.658525,,0.06217,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.46087,,14/02/2025,22/05/2025,,46,actions:landing_page_view,1-day click
31/03/2025,31/03/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,15.29,,,,,,60,Daily,1314,11.636225,983,1.336724,0,13,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,184,,,,,,0:00:00,,,,0.989346,9,,,,,,,,0,14.003044,,0.083098,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.698889,,14/02/2025,7/05/2025,,,,
31/03/2025,31/03/2025,ALL SHOWS Flexible Creative,existing,not_delivering,17.63,,,,,,60,Daily,878,20.079727,434,2.023041,0,7,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,105,,,,,,0:00:00,,,,0.797267,1,,,,,,,,0,11.958998,,0.167905,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,17.63,,14/02/2025,7/05/2025,,,,
30/03/2025,30/03/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,23.57,,,,,,22,Daily,1827,12.90093,1619,1.128474,0,70,0,7-day click or 1-day view,40,actions:landing_page_view,0.58925,,,389,,,,,,0:00:00,,,,3.831418,40,,,,,,,,0,21.291735,,0.060591,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.58925,,14/02/2025,22/05/2025,,40,actions:landing_page_view,1-day click
30/03/2025,30/03/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,15.64,,,,,,60,Daily,1306,11.975498,1034,1.263056,0,12,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,217,,,,,,0:00:00,,,,0.918836,5,,,,,,,,0,16.61562,,0.072074,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.128,,14/02/2025,7/05/2025,,,,
30/03/2025,30/03/2025,ALL SHOWS Flexible Creative,existing,not_delivering,17.32,1,17.32,7.159353,124,124,60,Daily,940,18.425532,441,2.131519,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,17.32,,,131,,,,,,0:00:00,,,,0.638298,3,,,1,1,1,1,7.159353,0,13.93617,,0.132214,,,0,,,,,0,,,,,,,,,17.32,,,,,,17.32,,,,,,,,,,,5.773333,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
29/03/2025,29/03/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,17.77,,,,,,22,Daily,1269,14.003152,1162,1.092083,0,55,0,7-day click or 1-day view,29,actions:landing_page_view,0.61275862,,,221,,,,,,0:00:00,,,,4.334121,29,,,,,,,,0,17.415288,,0.080407,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.612759,,14/02/2025,22/05/2025,,29,actions:landing_page_view,1-day click
29/03/2025,29/03/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,11.92,,,,,,60,Daily,1019,11.697743,692,1.472543,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,156,,,,,,0:00:00,,,,0.785083,4,,,,,,,,0,15.309127,,0.07641,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,14/02/2025,7/05/2025,,,,
29/03/2025,29/03/2025,ALL SHOWS Flexible Creative,existing,not_delivering,17.8,1,17.8,5.505618,98,98,60,Daily,896,19.866071,431,2.078886,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,17.8,,,123,,,,,,0:00:00,,,,0.446429,2,,,1,1,1,1,5.505618,0,13.727679,,0.144715,,,0,,,,,0,,,,,,,,,17.8,,,,,,17.8,,,,,,,,,,,8.9,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
28/03/2025,28/03/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,18.63,,,,,,22,Daily,1167,15.96401,1039,1.123195,0,49,0,7-day click or 1-day view,25,actions:landing_page_view,0.7452,,,246,,,,,,0:00:00,,,,4.1988,25,,,,,,,,0,21.079692,,0.075732,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7452,,14/02/2025,22/05/2025,,25,actions:landing_page_view,1-day click
28/03/2025,28/03/2025,ALL SHOWS Flexible Creative,unknown,not_delivering,0,,,,,,60,Daily,0,0,0,0,0,,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,0:00:00,,,,,2,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,14/02/2025,7/05/2025,,,,
28/03/2025,28/03/2025,ALL SHOWS Flexible Creative,prospecting,not_delivering,9.76,1,9.76,9.016393,88,88,60,Daily,743,13.135935,465,1.597849,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",1,actions:offsite_conversion.fb_pixel_purchase,9.76,,,143,,,,,,0:00:00,,,,0.538358,3,,,2,2,1,1,9.016393,0,19.246299,,0.068252,,,0,,,,,0,,,,,,,,,4.88,,160,,160,,9.76,,,,,,,,,,,3.253333,,14/02/2025,7/05/2025,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
28/03/2025,28/03/2025,ALL SHOWS Flexible Creative,existing,not_delivering,17.97,5,3.594,14.079021,253,253,60,Daily,723,24.854772,295,2.450847,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.fb_pixel_purchase,3.594,,,92,,,,,,0:00:00,,,,0.829876,5,,,3,3,3,3,14.079021,0,12.724758,,0.195326,,,0,,,,,0,,,,,,,,,5.99,,,,,,5.99,,,,,,,,,,,3.594,,14/02/2025,7/05/2025,,5,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
27/03/2025,27/03/2025,ALL SHOWS Flexible Creative TRAFFIC,unknown,active,19.68,,,,,,22,Daily,1283,15.339049,1169,1.097519,0,46,0,7-day click or 1-day view,28,actions:landing_page_view,0.70285714,,,239,,,,,,0:00:00,,,,3.585347,28,,,,,,,,0,18.628215,,0.082343,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.702857,,14/02/2025,22/05/2025,,28,actions:landing_page_view,1-day click
