Reporting starts,Reporting ends,Ad Set Name,Audience segments,Ad set delivery,Amount spent (AUD),Website purchases,Cost per purchase (AUD),Purchase ROAS (return on ad spend),Purchases conversion value,Website purchases conversion value,Ad set budget,Ad set budget type,Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,CTR (all),Link clicks,CPC (all) (AUD),Attribution setting,Results,Result indicator,Cost per results,Meta purchases,ThruPlays,3-second video plays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,profile_visit_view,Unique link clicks,CTR (link click-through rate),Landing page views,Adds to cart,Website adds to cart,Adds of payment info,Website adds of payment info,Checkouts Initiated,Website checkouts initiated,Website purchase ROAS (return on ad spend),Views,3-second video plays rate per impressions,Cost per ThruPlay (AUD),Cost per 3-second video play (AUD),Unique outbound clicks,Outbound clicks,Unique CTR (link click-through rate),Outbound CTR (click-through rate),Unique outbound CTR (click-through rate),Cost per unique outbound click (AUD),Cost per unique link click (AUD),Cost per unique click (all) (AUD),Adds of payment info conversion value,In-app adds of payment info conversion value,Website adds of payment info conversion value,Offline adds of payment info conversion value,Adds to cart conversion value,In-app adds to cart conversion value,Website adds to cart conversion value,Offline adds to cart conversion value,Cost per add of payment info (AUD),Cost per add to cart (AUD),Checkouts initiated conversion value,In-app checkouts initiated conversion value,Website checkouts initiated conversion value,Offline checkouts initiated conversion value,Cost per checkout initiated (AUD),Content views,In-app content views,Website content views,Offline content views,Meta content views,Content views conversion value,In-app content views conversion value,Website content views conversion value,Offline content views conversion value,Cost per content view (AUD),Cost per landing page view (AUD),Orders created,Date created,Date last edited,custom_audiences,Optimization events,Optimization Event Indicator,Optimization event conversion window
7/09/2022,7/09/2022,Magic Mic Comedy,uncategorized,not_delivering,4.41,,,,,,Using campaign budget,0,2714,1.624908,2696,1.006677,0,1,0,7-day click or 1-day view,2696,reach,1.63575668,,,80,,,,,,0:00:00,,,,0.036846,,,,,,,,,0,2.947679,,0.055125,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,12/06/2023,,2696,reach,
7/09/2022,7/09/2022,iD Comedy Club,uncategorized,not_delivering,2.24,,,,,,Using campaign budget,0,1438,1.557719,1402,1.025678,0,,0,7-day click or 1-day view,1402,reach,1.59771755,,,19,,,,,,0:00:00,,,,,,,,,,,,,0,1.32128,,0.117895,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,1402,reach,
7/09/2022,7/09/2022,Magic Mic Comedy,uncategorized,not_delivering,2.52,,,,,,Using campaign budget,0,1617,1.558442,1617,1,0,2,0,7-day click or 1-day view,1617,reach,1.55844156,,,61,,,,,,0:00:00,,,,0.123686,,,,,,,,,0,3.772418,,0.041311,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,2.52,,,2/06/2022,2/06/2022,,1617,reach,
6/09/2022,6/09/2022,iD Comedy Club,uncategorized,inactive,5.94,,,,,,Using campaign budget,0,482,12.323651,397,1.214106,0,5,0,1-day click or 1-day view,,,,,,77,,,,,,0:00:00,,,,1.037344,,,,,,,,,0,15.975104,,0.077143,,,0,,,,,0,,,,,,,,,,,,,,,,5,,5,,,,,,,1.188,,,18/05/2022,24/05/2023,,,,
6/09/2022,6/09/2022,iD Comedy Club,uncategorized,inactive,7.04,,,,,,Using campaign budget,0,4370,1.610984,4370,1,0,,0,7-day click or 1-day view,4370,reach,1.61098398,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,29/11/2022,,4370,reach,
6/09/2022,6/09/2022,Magic Mic Comedy,uncategorized,not_delivering,3.18,,,,,,Using campaign budget,0,2050,1.55122,2044,1.002935,0,,0,7-day click or 1-day view,2044,reach,1.55577299,,,70,,,,,,0:00:00,,,,,,,,,,,,,0,3.414634,,0.045429,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,12/06/2023,,2044,reach,
6/09/2022,6/09/2022,Harrys Comedy,uncategorized,inactive,0,1,0,,44.38,44.38,Using campaign budget,0,0,0,0,0,0,,0,7-day click or 1-day view,,,,,,,,,,,,0:00:00,,,,,,,,,,1,1,,0,,,,,,0,,,,,0,,,,,,,,,,,44.38,,44.38,,0,2,,2,,,,,,,0,,,18/07/2022,12/06/2023,,,,
6/09/2022,6/09/2022,iD Comedy Club,uncategorized,not_delivering,2.89,,,,,,Using campaign budget,0,1955,1.478261,1951,1.00205,0,,0,7-day click or 1-day view,1951,reach,1.48129165,,,22,,,,,,0:00:00,,,,,,,,,,,,,0,1.12532,,0.131364,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,1951,reach,
6/09/2022,6/09/2022,Magic Mic Comedy,uncategorized,not_delivering,2,,,,,,Using campaign budget,0,1354,1.477105,1330,1.018045,0,,0,7-day click or 1-day view,1330,reach,1.5037594,,,40,,,,,,0:00:00,,,,,,,,,,,,,0,2.95421,,0.05,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1330,reach,
5/09/2022,5/09/2022,iD Comedy Club,uncategorized,inactive,6.19,,,,,,Using campaign budget,0,469,13.198294,363,1.292011,0,1,0,1-day click or 1-day view,,,,,,28,,,,,,0:00:00,,,,0.21322,1,,,,,,,,0,5.970149,,0.221071,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,,,,,3.095,6.19,,18/05/2022,24/05/2023,,,,
5/09/2022,5/09/2022,iD Comedy Club,uncategorized,inactive,0.72,,,,,,Using campaign budget,0,425,1.694118,420,1.011905,0,,0,7-day click or 1-day view,420,reach,1.71428571,,,,,,,,,0:00:00,,,,,,,,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,29/11/2022,,420,reach,
5/09/2022,5/09/2022,Magic Mic Comedy,uncategorized,not_delivering,0.32,,,,,,Using campaign budget,0,224,1.428571,221,1.013575,0,,0,7-day click or 1-day view,221,reach,1.4479638,,,10,,,,,,0:00:00,,,,,,,,,,,,,0,4.464286,,0.032,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,12/06/2023,,221,reach,
5/09/2022,5/09/2022,Harrys Comedy,uncategorized,inactive,47,,,,,,Using campaign budget,0,19467,2.414342,18603,1.046444,0,9,0,7-day click or 1-day view,18603,reach,2.52647422,,,745,,,,,,0:00:00,,,,0.046232,,,,,,,,,0,3.826989,,0.063087,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,12/06/2023,,18603,reach,
5/09/2022,5/09/2022,iD Comedy Club,uncategorized,not_delivering,2.99,,,,,,Using campaign budget,0,2210,1.352941,2210,1,0,,0,7-day click or 1-day view,2210,reach,1.35294118,,,35,,,,,,0:00:00,,,,,,,,,,,,,0,1.58371,,0.085429,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2210,reach,
5/09/2022,5/09/2022,Magic Mic Comedy,uncategorized,not_delivering,2.01,,,,,,Using campaign budget,0,1474,1.363636,1472,1.001359,0,,0,7-day click or 1-day view,1472,reach,1.36548913,,,35,,,,,,0:00:00,,,,,,,,,,,,,0,2.374491,,0.057429,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1472,reach,
4/09/2022,4/09/2022,iD Comedy Club,uncategorized,inactive,6.52,1,6.52,5.187117,33.82,33.82,Using campaign budget,0,475,13.726316,346,1.372832,0,2,0,1-day click or 1-day view,1,actions:offsite_conversion.fb_pixel_purchase,6.52,,,23,,,,,,0:00:00,,,,0.421053,1,,,,,2,2,5.187117,0,4.842105,,0.283478,,,0,,,,,0,,,,,,,,,,,88.74,,88.74,,3.26,3,,3,,,,,,,2.173333,6.52,,18/05/2022,24/05/2023,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
4/09/2022,4/09/2022,iD Comedy Club,uncategorized,not_delivering,3.39,,,,,,Using campaign budget,0,2616,1.295872,2616,1,0,1,0,7-day click or 1-day view,2616,reach,1.29587156,,,18,,,,,,0:00:00,,,,0.038226,,,,,,,,,0,0.688073,,0.188333,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2616,reach,
4/09/2022,4/09/2022,Magic Mic Comedy,uncategorized,not_delivering,1.82,,,,,,Using campaign budget,0,1406,1.294452,1406,1,0,,0,7-day click or 1-day view,1406,reach,1.29445235,,,26,,,,,,0:00:00,,,,,,,,,,,,,0,1.849218,,0.07,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1406,reach,
3/09/2022,3/09/2022,iD Comedy Club,uncategorized,inactive,5.86,,,,,,Using campaign budget,0,368,15.923913,260,1.415385,0,1,0,1-day click or 1-day view,,,,,,26,,,,,,0:00:00,,,,0.271739,,,,,,,,,0,7.065217,,0.225385,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,24/05/2023,,,,
3/09/2022,3/09/2022,iD Comedy Club,uncategorized,not_delivering,3.4,,,,,,Using campaign budget,0,2221,1.530842,2221,1,0,,0,7-day click or 1-day view,2221,reach,1.53084196,,,17,,,,,,0:00:00,,,,,,,,,,,,,0,0.765421,,0.2,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,3.4,,,2/06/2022,15/02/2023,,2221,reach,
3/09/2022,3/09/2022,Magic Mic Comedy,uncategorized,not_delivering,1.84,,,,,,Using campaign budget,0,1201,1.532057,1194,1.005863,0,,0,7-day click or 1-day view,1194,reach,1.54103853,,,26,,,,,,0:00:00,,,,,,,,,,,,,0,2.164863,,0.070769,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1194,reach,
2/09/2022,2/09/2022,iD Comedy Club,uncategorized,inactive,5.62,,,,,,Using campaign budget,0,298,18.85906,212,1.40566,0,1,0,1-day click or 1-day view,,,,,,14,,,,,,0:00:00,,,,0.33557,,,,,,,,,0,4.697987,,0.401429,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,24/05/2023,,,,
2/09/2022,2/09/2022,iD Comedy Club,uncategorized,inactive,28.78,,,,,,Using campaign budget,0,15621,1.842392,15487,1.008652,0,4,0,7-day click or 1-day view,15487,reach,1.8583328,,,2,,,,,,0:00:00,,,,0.025607,,,,,,,,,0,0.012803,,14.39,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,28.78,,,18/07/2022,29/11/2022,,15487,reach,
2/09/2022,2/09/2022,iD Comedy Club,uncategorized,not_delivering,2.33,,,,,,Using campaign budget,0,1429,1.630511,1429,1,0,,0,7-day click or 1-day view,1429,reach,1.63051085,,,16,,,,,,0:00:00,,,,,,,,,,,,,0,1.119664,,0.145625,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,1429,reach,
2/09/2022,2/09/2022,Magic Mic Comedy,uncategorized,not_delivering,2.54,,,,,,Using campaign budget,0,1609,1.57862,1580,1.018354,0,1,0,7-day click or 1-day view,1580,reach,1.60759494,,,49,,,,,,0:00:00,,,,0.06215,,,,,,,,,0,3.04537,,0.051837,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1580,reach,
1/09/2022,1/09/2022,iD Comedy Club,uncategorized,inactive,5.87,,,,,,Using campaign budget,0,264,22.234848,183,1.442623,0,1,0,1-day click or 1-day view,,,,,,19,,,,,,0:00:00,,,,0.378788,1,,,,,,,,0,7.19697,,0.308947,,,0,,,,,0,,,,,,,,,,,,,,,,4,,4,,,,,,,1.4675,5.87,,18/05/2022,24/05/2023,,,,
1/09/2022,1/09/2022,iD Comedy Club,uncategorized,inactive,21.37,,,,,,Using campaign budget,0,11833,1.805966,11522,1.026992,0,4,0,7-day click or 1-day view,11522,reach,1.85471272,,,4,,,,,,0:00:00,,,,0.033804,,,,,,,,,0,0.033804,,5.3425,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,29/11/2022,,11522,reach,
1/09/2022,1/09/2022,iD Comedy Club,uncategorized,not_delivering,2.94,,,,,,Using campaign budget,0,1962,1.498471,1962,1,0,1,0,7-day click or 1-day view,1962,reach,1.49847095,,,19,,,,,,0:00:00,,,,0.050968,,,,,,,,,0,0.9684,,0.154737,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,1962,reach,
1/09/2022,1/09/2022,Magic Mic Comedy,uncategorized,not_delivering,1.93,,,,,,Using campaign budget,0,1241,1.555197,1214,1.022241,0,,0,7-day click or 1-day view,1214,reach,1.58978583,,,48,,,,,,0:00:00,,,,,,,,,,,,,0,3.867849,,0.040208,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1214,reach,
31/08/2022,31/08/2022,iD Comedy Club,uncategorized,inactive,5.8,,,,,,Using campaign budget,0,328,17.682927,249,1.317269,0,,0,1-day click or 1-day view,,,,,,28,,,,,,0:00:00,,,,,,,,,,,,,0,8.536585,,0.207143,,,0,,,,,0,,,,,,,,,,,,,,,,3,,3,,,,,,,1.933333,,,18/05/2022,24/05/2023,,,,
31/08/2022,31/08/2022,Magic Mic Comedy,uncategorized,not_delivering,68.99,,,,,,Using campaign budget,0,28237,2.443248,27571,1.024156,0,5,0,7-day click or 1-day view,27571,reach,2.50226687,,,1047,,,,,,0:00:00,,,,0.017707,,,,,,1,1,,0,3.707901,,0.065893,,,0,,,,,0,,,,,,,,,,,82.38,,82.38,,68.99,1,,1,,,,,,,68.99,,,18/07/2022,12/06/2023,,27571,reach,
31/08/2022,31/08/2022,iD Comedy Club,uncategorized,not_delivering,3.92,,,,,,Using campaign budget,0,2516,1.558029,2516,1,0,,0,7-day click or 1-day view,2516,reach,1.55802862,,,35,,,,,,0:00:00,,,,,,,,,,,,,0,1.391097,,0.112,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2516,reach,
31/08/2022,31/08/2022,Magic Mic Comedy,uncategorized,not_delivering,0.91,,,,,,Using campaign budget,0,593,1.53457,593,1,0,,0,7-day click or 1-day view,593,reach,1.53456998,,,26,,,,,,0:00:00,,,,,,,,,,,,,0,4.384486,,0.035,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,593,reach,
30/08/2022,30/08/2022,iD Comedy Club,uncategorized,inactive,6.2,,,,,,Using campaign budget,0,275,22.545455,220,1.25,0,,0,1-day click or 1-day view,,,,,,29,,,,,,0:00:00,,,,,,,,,,1,1,,0,10.545455,,0.213793,,,0,,,,,0,,,,,,,,,,,50.73,,50.73,,6.2,2,,2,,,,,,,3.1,,,18/05/2022,24/05/2023,,,,
30/08/2022,30/08/2022,Magic Mic Comedy,uncategorized,not_delivering,30.86,,,,,,Using campaign budget,0,10550,2.925118,10438,1.01073,0,4,0,7-day click or 1-day view,10438,reach,2.95650508,,,450,,,,,,0:00:00,,,,0.037915,,,,,,,,,0,4.265403,,0.068578,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/07/2022,12/06/2023,,10438,reach,
30/08/2022,30/08/2022,iD Comedy Club,uncategorized,not_delivering,3.21,,,,,,Using campaign budget,0,2158,1.487488,2118,1.018886,0,,0,7-day click or 1-day view,2118,reach,1.51558074,,,28,,,,,,0:00:00,,,,,,,,,,,,,0,1.297498,,0.114643,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2118,reach,
30/08/2022,30/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.69,,,,,,Using campaign budget,0,1129,1.4969,1129,1,0,2,0,7-day click or 1-day view,1129,reach,1.49689991,,,39,,,,,,0:00:00,,,,0.177148,,,,,,,,,0,3.454384,,0.043333,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1129,reach,
29/08/2022,29/08/2022,iD Comedy Club,uncategorized,inactive,6.14,,,,,,Using campaign budget,0,338,18.16568,251,1.346614,0,3,0,1-day click or 1-day view,,,,,,26,,,,,,0:00:00,,,,0.887574,1,,,,,,,,0,7.692308,,0.236154,,,0,,,,,0,,,,,,,,,,,,,,,,4,,4,,,,,,,1.535,6.14,,18/05/2022,24/05/2023,,,,
29/08/2022,29/08/2022,iD Comedy Club,uncategorized,not_delivering,3.23,,,,,,Using campaign budget,0,2158,1.496756,2107,1.024205,0,1,0,7-day click or 1-day view,2107,reach,1.53298529,,,34,,,,,,0:00:00,,,,0.046339,,,,,,,,,0,1.575533,,0.095,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2107,reach,
29/08/2022,29/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.84,,,,,,Using campaign budget,0,1257,1.463803,1257,1,0,,0,7-day click or 1-day view,1257,reach,1.4638027,,,29,,,,,,0:00:00,,,,,,,,,,,,,0,2.30708,,0.063448,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1257,reach,
28/08/2022,28/08/2022,iD Comedy Club,uncategorized,inactive,6.51,,,,,,Using campaign budget,0,323,20.154799,229,1.41048,0,1,0,1-day click or 1-day view,,,,,,25,,,,,,0:00:00,,,,0.309598,,,,,,,,,0,7.739938,,0.2604,,,0,,,,,0,,,,,,,,,,,,,,,,5,,5,,,,,,,1.302,,,18/05/2022,24/05/2023,,,,
28/08/2022,28/08/2022,iD Comedy Club,uncategorized,not_delivering,3.52,,,,,,Using campaign budget,0,2503,1.406312,2503,1,0,1,0,7-day click or 1-day view,2503,reach,1.40631243,,,14,,,,,,0:00:00,,,,0.039952,,,,,,,,,0,0.559329,,0.251429,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2503,reach,
28/08/2022,28/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.7,,,,,,Using campaign budget,0,1208,1.407285,1194,1.011725,0,,0,7-day click or 1-day view,1194,reach,1.42378559,,,20,,,,,,0:00:00,,,,,,,,,,,,,0,1.655629,,0.085,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1194,reach,
27/08/2022,27/08/2022,iD Comedy Club,uncategorized,inactive,6.03,,,,,,Using campaign budget,0,356,16.938202,270,1.318519,0,1,0,1-day click or 1-day view,,,,,,32,,,,,,0:00:00,,,,0.280899,1,,,,,,,,0,8.988764,,0.188438,,,0,,,,,0,,,,,,,,,,,,,,,,3,,3,,,,,,,2.01,6.03,,18/05/2022,24/05/2023,,,,
27/08/2022,27/08/2022,iD Comedy Club,uncategorized,not_delivering,3.7,,,,,,Using campaign budget,0,2397,1.543596,2397,1,0,,0,7-day click or 1-day view,2397,reach,1.54359616,,,20,,,,,,0:00:00,,,,,,,,,,,,,0,0.834376,,0.185,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2397,reach,
27/08/2022,27/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.56,,,,,,Using campaign budget,0,995,1.567839,993,1.002014,0,1,0,7-day click or 1-day view,993,reach,1.57099698,,,28,,,,,,0:00:00,,,,0.100503,,,,,,,,,0,2.81407,,0.055714,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,993,reach,
26/08/2022,26/08/2022,iD Comedy Club,uncategorized,inactive,5.85,,,,,,Using campaign budget,0,302,19.370861,201,1.502488,0,,0,1-day click or 1-day view,,,,,,26,,,,,,0:00:00,,,,,,,,,,1,1,,0,8.609272,,0.225,,,0,,,,,0,,,,,,,,,,,82.38,,82.38,,5.85,5,,5,,,,,,,1.17,,,18/05/2022,24/05/2023,,,,
26/08/2022,26/08/2022,iD Comedy Club,uncategorized,not_delivering,3.41,,,,,,Using campaign budget,0,2111,1.615348,2082,1.013929,0,,0,7-day click or 1-day view,2082,reach,1.63784822,,,18,,,,,,0:00:00,,,,,,,,,,,,,0,0.852676,,0.189444,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,3.41,,,2/06/2022,15/02/2023,,2082,reach,
26/08/2022,26/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.47,,,,,,Using campaign budget,0,929,1.582347,926,1.00324,0,,0,7-day click or 1-day view,926,reach,1.587473,,,27,,,,,,0:00:00,,,,,,,,,,,,,0,2.906351,,0.054444,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,926,reach,
25/08/2022,25/08/2022,iD Comedy Club,uncategorized,inactive,5.59,,,,,,Using campaign budget,0,320,17.46875,215,1.488372,0,5,0,1-day click or 1-day view,,,,,,26,,,,,,0:00:00,,,,1.5625,2,,,,,1,1,,0,8.125,,0.215,,,0,,,,,0,,,,,,,,,,,84.55,,84.55,,5.59,4,,4,,,,,,,1.3975,2.795,,18/05/2022,24/05/2023,,,,
25/08/2022,25/08/2022,iD Comedy Club,uncategorized,not_delivering,3.38,,,,,,Using campaign budget,0,2096,1.612595,2030,1.032512,0,,0,7-day click or 1-day view,2030,reach,1.66502463,,,16,,,,,,0:00:00,,,,,,,,,,,,,0,0.763359,,0.21125,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2030,reach,
25/08/2022,25/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.43,,,,,,Using campaign budget,0,891,1.604938,891,1,0,,0,7-day click or 1-day view,891,reach,1.60493827,,,23,,,,,,0:00:00,,,,,,,,,,,,,0,2.581369,,0.062174,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,891,reach,
24/08/2022,24/08/2022,iD Comedy Club,uncategorized,inactive,5.89,,,,,,Using campaign budget,0,374,15.748663,273,1.369963,0,,0,1-day click or 1-day view,,,,,,41,,,,,,0:00:00,,,,,,,,,,,,,0,10.962567,,0.143659,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,24/05/2023,,,,
24/08/2022,24/08/2022,iD Comedy Club,uncategorized,not_delivering,3.63,,,,,,Using campaign budget,0,2297,1.580322,2297,1,0,,0,7-day click or 1-day view,2297,reach,1.58032216,,,18,,,,,,0:00:00,,,,,,,,,,,,,0,0.783631,,0.201667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2297,reach,
24/08/2022,24/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.14,,,,,,Using campaign budget,0,730,1.561644,728,1.002747,0,,0,7-day click or 1-day view,728,reach,1.56593407,,,14,,,,,,0:00:00,,,,,,,,,,,,,0,1.917808,,0.081429,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,728,reach,
23/08/2022,23/08/2022,iD Comedy Club,uncategorized,inactive,6.09,,,,,,Using campaign budget,0,322,18.913043,260,1.238462,0,1,0,1-day click or 1-day view,,,,,,19,,,,,,0:00:00,,,,0.310559,1,,,,,,,,0,5.900621,,0.320526,,,0,,,,,0,,,,,,,,,,,,,,,,3,,3,,,,,,,2.03,6.09,,18/05/2022,24/05/2023,,,,
23/08/2022,23/08/2022,iD Comedy Club,uncategorized,not_delivering,3.3,,,,,,Using campaign budget,0,2223,1.48448,2178,1.020661,0,1,0,7-day click or 1-day view,2178,reach,1.51515152,,,19,,,,,,0:00:00,,,,0.044984,,,,,,,,,0,0.854701,,0.173684,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2178,reach,
23/08/2022,23/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.6,,,,,,Using campaign budget,0,1066,1.500938,1031,1.033948,0,1,0,7-day click or 1-day view,1031,reach,1.55189137,,,28,,,,,,0:00:00,,,,0.093809,,,,,,,,,0,2.626642,,0.057143,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1031,reach,
22/08/2022,22/08/2022,iD Comedy Club,uncategorized,inactive,6.03,,,,,,Using campaign budget,0,295,20.440678,234,1.260684,0,3,0,1-day click or 1-day view,,,,,,23,,,,,,0:00:00,,,,1.016949,,,,,,,,,0,7.79661,,0.262174,,,0,,,,,0,,,,,,,,,,,,,,,,5,,5,,,,,,,1.206,,,18/05/2022,24/05/2023,,,,
22/08/2022,22/08/2022,iD Comedy Club,uncategorized,not_delivering,3.23,,,,,,Using campaign budget,0,2190,1.474886,2190,1,0,,0,7-day click or 1-day view,2190,reach,1.47488584,,,19,,,,,,0:00:00,,,,,,,,,,,,,0,0.86758,,0.17,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2190,reach,
22/08/2022,22/08/2022,Magic Mic Comedy,uncategorized,not_delivering,1.87,,,,,,Using campaign budget,0,1250,1.496,1202,1.039933,0,,0,7-day click or 1-day view,1202,reach,1.55574043,,,33,,,,,,0:00:00,,,,,,,,,,,,,0,2.64,,0.056667,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,2/06/2022,,1202,reach,
21/08/2022,21/08/2022,iD Comedy Club,uncategorized,inactive,6.52,1,6.52,6.806748,44.38,44.38,Using campaign budget,0,391,16.675192,301,1.299003,0,4,0,1-day click or 1-day view,1,actions:offsite_conversion.fb_pixel_purchase,6.52,,,22,,,,,,0:00:00,,,,1.023018,2,,,,,1,1,6.806748,0,5.626598,,0.296364,,,0,,,,,0,,,,,,,,,,,44.38,,44.38,,6.52,3,,3,,,,,,,2.173333,3.26,,18/05/2022,24/05/2023,,1,actions:offsite_conversion.fb_pixel_purchase,"1-day view, 1-day click"
21/08/2022,21/08/2022,iD Comedy Club,uncategorized,not_delivering,3.13,,,,,,Using campaign budget,0,2105,1.486936,2057,1.023335,0,1,0,7-day click or 1-day view,2057,reach,1.52163345,,,26,,,,,,0:00:00,,,,0.047506,,,,,,,,,0,1.235154,,0.120385,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2057,reach,
21/08/2022,21/08/2022,Magic Mic Comedy,uncategorized,not_delivering,2.15,,,,,,Using campaign budget,0,1472,1.460598,1472,1,0,,0,7-day click or 1-day view,1472,reach,1.46059783,,,24,,,,,,0:00:00,,,,,,,,,,,,,0,1.630435,,0.089583,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,2.15,,,2/06/2022,2/06/2022,,1472,reach,
20/08/2022,20/08/2022,iD Comedy Club,uncategorized,inactive,5.63,,,,,,Using campaign budget,0,362,15.552486,275,1.316364,0,1,0,1-day click or 1-day view,,,,,,40,,,,,,0:00:00,,,,0.276243,,,,,,,,,0,11.049724,,0.14075,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2022,24/05/2023,,,,
20/08/2022,20/08/2022,iD Comedy Club,uncategorized,not_delivering,3.85,,,,,,Using campaign budget,0,2296,1.676829,2279,1.007459,0,,0,7-day click or 1-day view,2279,reach,1.68933743,,,19,,,,,,0:00:00,,,,,,,,,,,,,0,0.827526,,0.202632,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/06/2022,15/02/2023,,2279,reach,
